video_title,bullet_time,bullet_content,sentiment_score,analysis_result
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-11-07 14:28:23,这首歌当年真的火,0.8339777335583118,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-11-07 14:12:08,原来这首歌是阿娇唱得呀,0.9557415569930002,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-11-05 19:58:30,音乐纯粹，爱V绝对,0.6242079372338138,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-09-21 22:49:30,为啥不放完最后一句,0.03851430825083424,negative
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-09-20 12:30:38,这个剧当时好爱,0.989230203818073,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-09-10 20:16:50,！！！这首超好听,0.17741350320925642,negative
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-08-17 20:29:52,二哥虽迟但到,0.42494973191243735,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-08-17 20:23:34,三巨头稳定输出,0.6592070917954379,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-08-17 20:17:29,盲区渐渐多了起来,0.8131347080713698,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-08-16 16:48:21,风度，苦笑，第一首情歌一起听,0.9607669100247574,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-08-03 22:42:52,大艺术家，拿了金曲奖,0.932537750893364,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-08-01 16:43:57,这是我不敢听的歌,0.553516913182353,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-07-23 01:34:46,会唱，现在才知道是心凌的,0.980027267559223,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-07-19 15:19:29,后三巨头时代,0.7019523330789735,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-07-08 16:41:31,《孤勇者》时代考古，一整个十年,0.9908796805034257,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-07-07 11:58:10,还是隐形的翅膀更有感觉,0.8982411944763123,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-07-07 10:53:56,超爱这首,0.617014165592806,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-07-07 10:50:16,超级爱这首,0.617014165592806,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-07-03 17:46:26,真，婚礼专场,0.132432064091636,negative
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-07-01 00:35:06,匿名的安慰,0.618399183881904,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-06-25 17:47:34,青峰二杀,0.4737672181921908,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-06-25 17:47:28,青峰二杀,0.4737672181921908,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-06-23 16:25:48,最怕rapper唱情歌,0.7830516357309112,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-06-17 21:01:01,三巨头进场,0.4875980033955515,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-06-17 20:56:00,克群依旧在坚持,0.8873667057428194,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-06-17 20:47:35,她回来了！！！,0.1681162084151142,negative
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-06-16 23:59:01,三巨头来了,0.41336891252587116,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-06-16 23:54:45,如今一个人听歌总是会觉得失落,0.9956797709149943,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-06-13 20:44:50,12年以前的基本每一首都听过，12年往后只有一半不到听过了,0.03170135295402654,negative
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-06-02 01:48:08,我记得这首歌，米开朗基罗嘛，对不对,0.8552129552968126,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-05-26 18:54:22,火到我爷爷手机上的歌,0.9277280899994882,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-05-25 20:02:24,林俊杰没发专辑送个助攻,0.6428678919383559,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-05-25 00:33:15,啊啊啊啊好喜歡這首歌,0.9873133674980038,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-05-24 22:19:54,当年重复不知道次,0.5051043632630139,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-05-24 22:19:34,这一首也超爱的,0.617014165592806,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-05-24 00:14:35,我超喜欢这张专辑！,0.5295794461074071,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-05-24 00:11:31,我的天哪我好喜欢不具名的悲伤,0.9793121886437782,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-05-18 13:08:24,三巨头三连杀！,0.3089273161881261,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-05-11 22:08:19,我的青春没有后悔！！！,0.7721742789708951,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-05-03 14:52:37,最后的挣扎,0.9444444444444444,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-30 23:56:31,有形的翅膀贼拉好听！！！！,0.4674608566496854,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-22 19:50:17,《我》也很好听,0.48121642447271173,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-15 16:21:00,好结实的肌肉,0.961113482352677,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-09 21:02:26,那时候很爱邓紫棋这个发型，感觉好有特色，酷,0.9860712868317187,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-09 03:53:40,最好的版本还应该是好声音里李幸倪和张旸的版本吧,0.9810373003210926,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-09 03:51:28,开始逐渐平庸化,0.3902989862583185,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-09 02:43:16,娜娜回来了！哭了！！,0.9984762630470092,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-08 10:06:53,12年已经很少听歌了，都是学校同学街上被动的听,0.9990804767083733,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-08 01:27:01,最强塑料姐妹花,0.36648303839653384,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-02 09:27:40,青峰二杀,0.4737672181921908,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-02 09:27:05,吴青峰二杀,0.8425087992361369,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-01 16:05:58,哈哈哈哈哈哈,0.9751349273004098,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-01 12:14:40,我的歌声里啊啊啊啊啊啊阿,0.9828389310151628,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-01 12:10:06,有形的翅膀啊啊啊啊啊啊阿,0.995324037161742,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-01 12:07:43,梦想天空分外蓝普通话的,0.9195650953368297,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-04-01 12:06:33,忘记拥抱,0.9457797882043317,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-30 22:37:45,可能因为我没去网吧所以根本不知道这几首歌,0.49618100461080383,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-30 02:11:57,邓紫棋很厉害,0.5658659689665129,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-30 02:09:56,汪苏泷！！！,0.6888527506249545,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-28 00:31:33,嵩！每一首都反复听,0.4355786956626927,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-28 00:07:01,有点甜，太甜了！,0.7500624229391235,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-26 19:07:34,三巨头,0.41336891252587116,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-24 21:25:04,JR打卡处,0.5162759421642638,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-22 22:22:21,本因有你，倍加珍兮,0.4867250662057544,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-20 20:09:07,哈尔滨下岗职工骂骂咧咧退出直播间,0.0013253602062524017,negative
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-19 23:30:05,我在鬼畜区听过好几个版本,0.7402805479140058,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-19 20:04:22,瞬间哭了,0.9717605506744011,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-19 01:38:25,春晚边听边哭啊,0.8947179665573838,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-16 18:34:00,吴青峰二杀,0.8425087992361369,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-16 16:55:33,十二生肖哈哈哈哈哈,0.855948838728563,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-13 02:08:52,三巨头的天秀了,0.38815285456272464,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-12 11:57:00,三巨头来了,0.41336891252587116,neutral
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-03-09 19:12:47,寻秦记:嬴政是你吗,0.9255744573515378,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-02-28 23:04:12,这首是潘帅作词作曲，那时候可能刚拿金钟奖，有点受刺激，表达欲太强,0.9941253782773928,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-02-27 14:06:01,老牛家的战争,0.8893781177340954,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-02-27 01:08:18,这一首有点甜 永恒经典,0.9945756604399194,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-02-27 01:08:04,这一首有点甜 永恒经典！,0.9945756604399194,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-02-27 01:07:57,这一首有点甜 永恒经典！,0.9945756604399194,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-02-14 20:38:11,他只想搜集更多芭比娃娃,0.909706770315737,positive
2011年华语乐：天王天后齐聚，能否和巅峰期刚一波？,2022-02-13 23:28:12,铮亮还是不错的,0.8355030719688324,positive
