video_title,bullet_time,bullet_content,sentiment_score,analysis_result
2014年华语乐坛,2022-11-23 20:19:49,这居然是15年的？？？,0.015178194782381804,negative
2014年华语乐坛,2022-11-07 16:09:38,他的歌我还蛮喜欢的,0.9363316309842711,positive
2014年华语乐坛,2022-11-07 16:03:35,这首歌好耐听,0.7409575265897355,positive
2014年华语乐坛,2022-11-07 16:01:13,阿妹啥风格都可以轻松拿捏的感觉,0.8654827108530128,positive
2014年华语乐坛,2022-11-07 15:53:33,这首真的爆火,0.09595700814826014,negative
2014年华语乐坛,2022-11-07 15:53:21,终于等到演员,0.9504864043515268,positive
2014年华语乐坛,2022-11-07 15:50:03,这首以前一直循环,0.15182858551381806,negative
2014年华语乐坛,2022-11-07 15:47:25,哇周冬雨！,0.4696818957039105,neutral
2014年华语乐坛,2022-11-07 15:47:12,好喜欢这首歌,0.9379787038684615,positive
2014年华语乐坛,2022-11-05 20:38:57,稳定输出,0.753031455670303,positive
2014年华语乐坛,2022-11-05 20:38:50,音乐纯粹，爱V绝对,0.6242079372338138,neutral
2014年华语乐坛,2022-11-05 16:46:44,ktv杀手,0.7297953905324696,positive
2014年华语乐坛,2022-09-04 13:56:09,琅琊榜都这么久了，泪木,0.9579294843973943,positive
2014年华语乐坛,2022-08-17 21:14:31,诸神黄昏,0.8182313426953005,positive
2014年华语乐坛,2022-08-17 21:08:49,二哥：没想到吧,0.4723991438978341,neutral
2014年华语乐坛,2022-08-17 21:08:22,新神仙,0.6774921075767265,neutral
2014年华语乐坛,2022-08-17 21:05:14,还是这些神仙,0.7622630952766246,positive
2014年华语乐坛,2022-08-17 21:04:41,2022回来感叹的亏没彻底转型,0.8614507013306636,positive
2014年华语乐坛,2022-08-17 21:03:49,没忍住起立了～～,0.05374196807889209,negative
2014年华语乐坛,2022-08-17 20:57:18,二哥来了,0.4613523955195139,neutral
2014年华语乐坛,2022-08-16 23:53:59,年度最佳，可以这么说了,0.5093793180138194,neutral
2014年华语乐坛,2022-08-01 21:21:49,教主啊，下次再出现要等到18年了,0.5425248976033008,neutral
2014年华语乐坛,2022-07-31 09:21:42,小时候确实觉得很好听,0.9794670172421835,positive
2014年华语乐坛,2022-07-24 23:21:56,老天鹅,0.7426997510442074,positive
2014年华语乐坛,2022-07-21 11:59:23,开头王炸！！！,0.7773649685373158,positive
2014年华语乐坛,2022-07-19 16:59:56,驱魔大师正在路上,0.99148534523852,positive
2014年华语乐坛,2022-07-15 19:43:39,医生嗓音叙事感，无敌！,0.9815371422719981,positive
2014年华语乐坛,2022-07-15 19:42:49,我爱无条件一百年不会变！,0.5417383317019783,neutral
2014年华语乐坛,2022-06-27 19:23:28,我就知道一定会有这首,0.6667114123763996,neutral
2014年华语乐坛,2022-06-23 18:49:28,前方核能！！！！！,0.20879603632588484,negative
2014年华语乐坛,2022-06-19 16:19:34,我最喜欢的老林的歌,0.8538316032657475,positive
2014年华语乐坛,2022-06-17 22:41:46,一下手机电就满了,0.3597964684897149,neutral
2014年华语乐坛,2022-06-16 03:21:01,我教主依然还是那么甜！,0.8481224176404133,positive
2014年华语乐坛,2022-06-14 22:50:00,太美了中国风,0.8016530548622304,positive
2014年华语乐坛,2022-06-08 04:56:18,命运中的金曲奖大满贯,0.9856925186155114,positive
2014年华语乐坛,2022-06-05 00:03:59,歌火人不火哈哈哈哈,0.7764814146912716,positive
2014年华语乐坛,2022-05-30 22:34:16,仙侠剧坏了,0.9447406862011374,positive
2014年华语乐坛,2022-05-30 18:47:00,我唱着唱着就哭出来了,0.9246032054643313,positive
2014年华语乐坛,2022-05-28 23:52:52,当年挺喜欢的哈哈哈,0.9886628012431827,positive
2014年华语乐坛,2022-05-28 21:53:05,这时候全是紫棋的歌了,0.2339041855734273,negative
2014年华语乐坛,2022-05-26 20:17:52,逐渐浮躁怪异的风格,0.646891549812494,neutral
2014年华语乐坛,2022-05-26 20:11:34,靓颖内鱼之光，稳啊,0.558329485909551,neutral
2014年华语乐坛,2022-05-24 08:02:38,词曲：汪苏泷,0.8948862084140293,positive
2014年华语乐坛,2022-05-20 01:39:31,三巨头诺基亚级别的续航,0.7026035374959427,positive
2014年华语乐坛,2022-05-10 16:02:32,为你不顾一切，抛下薛之谦,0.9989284413444638,positive
2014年华语乐坛,2022-05-09 02:42:03,凌晨两点半还以为我手机铃声响了,0.27835940041910145,negative
