rpid,name,content,like,rcount,sentiment_score,analysis_result
2051956594,小顏还在熬,"1.稻香-周杰伦
2.醉赤壁-林俊杰
3.心跳-王力宏
4.北京欢迎您-华语群星
5.为你写诗-吴克羣
6.安静了-S.H.E
7.下雨天-南拳妈妈
8.突然好想你-五月天
9.不要说话-陈奕迅
10.独家记忆-陈小春
11.类似爱情-萧亚轩
12.带我走-杨丞琳
13.喜帖街-谢安琪
14.三人游-方大同
15.一个人失忆-薛凯琪
16.舍不得-弦子
17.洋葱-杨宗纬
18.下一个天亮-郭静
19.我们的纪念-李雅微
20.心愿便利贴-元若蓝/吴忠明
21.情侣装-许嵩
22.越长大越孤单-牛奶咖啡
23.爱丫爱丫-BY2
24.出神入化-飞轮海
25.水仙-王心凌
26.花海-周杰伦
27.今天情人节-梁静茹
28.转机-潘玮柏
29.我还想她-林俊杰
30.搞笑-罗志祥
31.月光-胡彦斌
32.画心-张靓颖
33.爱一点-莫艳琳
34.浪漫爱-江语晨
35.猜不透-丁当
36.残酷月光-林宥嘉
37.女生-黑girl
38.99次我爱他-元若蓝
39.爱不疚-林峯
40.寂寞才说爱-刘可
41.永远在身边-大嘴巴
42.棉花糖-至上励合
43.依然在一起-马天宇
44.海角七号-东来东往
45.明天过后-张杰
46.回忆的沙漏-邓紫棋
47.你不是真正的快乐-五月天
48.给我一首歌的时间-周杰伦
49.春雨里洗过的太阳-王力宏
50.小酒窝-林俊杰/蔡卓妍
51.新窝-飞轮海/S.H.E
52.就是这样-刘力扬/Tank
53.你若成风-许嵩/阿布
54.幸福恋人-郑源/沈丹丹
55.愚爱-欢子",10292,133,1.0,positive
2051957498,小顏还在熬,手打不易给个赞呗[害羞][害羞][害羞],70,0,0.6818587453613397,neutral
2052044790,知名没事博主,想想为什么干不过楼上,3,0,0.0663930074282919,negative
2052060582,拿快递的王梦,回复 @知名没事博主 :不是大会员,0,0,0.05787464231895678,negative
2052318404,今晚吃吃吃不饱,睡前刷个宝贝出来,0,0,0.6115434910597424,neutral
2052714676,带刺的青瓜丶,谢谢你帮我省了23分钟[无语],2,0,0.2809964169356388,negative
2052974777,工茶不喜欢喝茶,回复 @bili_93741076869 :举报拉黑一条龙，引战s马弟弟[画风突变],3,0,0.03776553466036636,negative
2053003749,米迦勒eil,回复 @bili_93741076869 :@bili_93741076869 还没成年吧,1,0,0.14303372994826047,negative
2053125795,__该昵称不合法,全体起立！,1,0,0.32649808098307553,neutral
2054112566,偏激少年和一头老母猪,2008年北京奥运会申奥成功，群星合唱北京欢迎你。周杰伦独唱千山万水,5,0,0.9929765310466232,positive
2054227365,Jmop,你想下载这首……,0,0,0.6291148907861324,neutral
2054385684,松上人,醉赤壁当年真的不怎么火,2,0,0.8209954142306242,positive
2054420847,褐色小丝,我顶你！！！,0,0,0.22179972400946935,negative
2054856611,土豪白勺朋友,课代婊,0,0,0.4737672181921908,neutral
2054969327,孔sira,谢谢,0,0,0.5965665236051504,neutral
2055327951,52血狼,回复 @知名没事博主 :因为带了歌手名，没那个快(｀・ω・´),0,0,0.6406156201323707,neutral
2055379984,睡不着的蚊子,飞轮蛇哈哈哈,2,0,0.9802241826594876,positive
2056630470,残风zz,看见许嵩,41,0,0.6321844467865266,neutral
2056904987,阿宝影咖,我想加一个万水千山,3,0,0.45239096472125984,neutral
2057604841,泰康龙先生,回复 @奶酪酱油 :给你赞了  但是为啥没有水木的歌曲呢,0,0,0.27304894516052114,negative
2057898592,双皮奶不是皮皮奶,啊啊啊啊啊啊,0,0,0.9563024306917736,positive
