rpid,name,content,like,rcount,sentiment_score,analysis_result,bertlabel
2098565817,vermouth卩,封面可真是太刺激了,1543,15,0.7516482788163998,positive,positive
2098645118,风魔剑神丶,害的我又出去看了一下！真的刺激,23,0,0.4746991841403085,neutral,positive
2098666754,天真T_O,所以到底是什么情况？,4,0,0.3508508126032728,neutral,neutral
2098672891,語篍梣,回复 @天真T_O :错位[喜极而泣],12,0,0.6473529628681244,neutral,positive
2098807010,天真T_O,回复 @bhpwbshr :哦哦哦，才看明白，黑衣服太不明显了,0,0,0.0383991245071551,negative,positive
2099139593,啊拉龚,我以为看错了，也出去看了好几遍,1,0,0.8220519076696945,positive,positive
2100332809,王佳颖的第七个男人,回复 @啊拉龚 :这两倍播放量就出来了吧……,5,0,0.5389958879228613,neutral,positive
2103672769,白鸦谷的国王,爷看了半天才看明白,1,0,0.1888419302122334,negative,positive
2108843238,今晚吃吃吃不饱,回复 @白鸦谷的国王 :看了半天也没看明白求解,2,0,0.2914424690250516,negative,positive
2112116752,女大学生长歌,回复 @我需要点时间 :伴舞的下半身跟主场叠一起了，就出现了强烈的既视感,2,0,0.6394657746138666,neutral,positive
2128626979,阿豪可以更快,杰伦,0,0,0.7059514727817189,positive,positive
2098561726,南瓜饼好好吃,这个封面，好骚啊,654,3,0.928159117401986,positive,positive
2098571384,蓝色黎明Event,封面我以为看错了。。,360,3,0.7739434241670795,positive,positive
2098989699,Clearlove枫夏,我觉得吧，有些人评价太主观了，很多歌你只要关注华语乐坛是不可能没听过的，这几年，不是歌的质量不行了，是被抬上去的歌质量不行了。至于为什么，那就复杂了，总结来说就是逆反审丑观，资本利益问题和网络普及。,247,6,0.7034475490038995,positive,positive
2098807362,lonnen,嵩哥嵩哥嵩哥,287,8,0.4476784585098667,neutral,positive
2098641037,热捏玛尾,"1.平凡之路--朴树
2.可惜没如果--林俊杰
3.算什么男人--周杰伦
4.可以了--陈奕迅
5.克卜勒--孙燕姿
6.讨好--张韶涵
7.将军令--五月天
8.匆匆那年--王菲
9.后会无期--邓紫棋
10.微光--苏打绿
11.虹之间--金贵晟
12.剑心--张杰
13.山水之间--许嵩
14.我醒着做梦--张学友
15.三月--张惠妹
16.难得孤寂--a-Lin
17.爱你没错--张信哲
18.失忆的金鱼--杨丞琳
19.作曲家--李荣浩
20.烟火里的尘埃--华晨宇
21.裂心--王力宏
22.不一样又怎样--蔡依林
23.境外--莫文蔚
24.歌路--刘瑞琦
25.岁月神偷--金玟岐
26.手心的蔷薇--林俊杰/邓紫棋
27.怎么了--周杰伦/袁咏琳
28.惊鸿一面--许嵩/黄龄
29.星座恋人--徐良/吴昕
30.理想--赵雷
31.南山南--马頔
32.回忆里的那个人--李行亮
33.偶尔还是会想起你--牛奶咖啡
34.敢伤--萧亚轩
35,.阴天快乐--陈奕迅
36.说不出的味道--王心凌
37.尚好的青--孙燕姿
38.手写的从前--周杰伦
39.生生--林俊杰
40.弹指一挥间--许嵩
41.雾都孤儿--汪苏泷
42.别忘了--周笔畅
43.微笑以后--张靓颖
44.你给我听好--陈奕迅
45.不搭--李荣浩
46.寻人启事--徐佳莹
47. play我呸--蔡依林
48.青春修炼手册--TFBOYS
49.小鸡小鸡--王蓉
50.小苹果--筷子兄弟
给俺们一个👍🏻",133,2,1.0,positive,positive
2098729077,我需要保持清醒,"看到最后才想起当时还有14年十大神曲：
No.10 蔡依林 《Play我呸》
No.9 华晨宇 《Why Nobody Fights》
No.8 至上励合 《鸭梨大》
No7. 许嵩 《等到烟火清凉》
No.6 张洪量 《神曲》
No.5 大张伟 《胡撸胡撸瓢儿》
No.4 王蓉 《小鸡小鸡》
No.3 萧小M《小鸡哔哔》
No.2 筷子兄弟 《小苹果》
No.1 约瑟翰·庞麦郎 《我的滑板鞋》

你都听过没",123,15,0.001051147966317,negative,negative
2098608217,胃捂王肠所用,12年之前跟12年之后的华语流行乐坛 真的是两个时代了 陆陆续续有新人加入 但老牌歌手也能继续出好作品 珍惜那段回忆吧（抖快马上就来了[呆]）,85,12,0.9999994588362257,positive,negative
2098621713,胃捂王肠所用,up主觉得很赞[滑稽]舒舒服服,1,0,0.9881013780741992,positive,positive
2098829297,独孤万千l,我觉得13和14也没差到不能看啊。也就是最近这几年开始抖音抄袭口水歌用上来了,0,0,0.0161643634029954,negative,positive
2099000392,胃捂王肠所用,回复 @独孤万千l :没说差啊 只是两个时代而已 老流行和新流行 而且民谣之类的其他曲风也陆续登上舞台了 抖快流行是15 16以后的事情了,0,0,0.8777486150936826,positive,positive
2100878161,独孤万千l,回复 @苍白烈火 :不好意思啊，理解错了[笑哭]，主要老看见有人说什么12年以后没法听了之类的，有点不能理解那种想法。,0,0,0.5738789074432813,neutral,positive
2100994690,胃捂王肠所用,回复 @独孤万千l :说12年以后没法听的人才是真的活在过去[呆]总有新人会出现 曲风会越来越多样 不能所有歌曲都能迎合每个人的喜好 老天王们终将退场 这个乐坛现在是遍地开花的时代,1,0,0.9740934384050168,positive,positive
2113108484,憨八噶,回复 @苍白烈火 :没人说后面没法听，是能听的太少好吗，好歌不火口水遍地，难道我说的不对吗,1,0,0.0001842585707806,negative,neutral
2113447446,小喆路过此地,回复 @苍白烈火 :的确没错，老天王老天后们终将退场，但接力棒应该交到像邓紫棋周深霍尊郑云龙阿云嘎等等一批真心热爱音乐的、只唱好音乐的、业务能力超强的后辈手里，而不是交到李袁杰花粥之类的抄袭汪手里，也不是交到唱学猫叫嘴巴嘟嘟之类的辣 鸡 歌手手里，更不是交到那些成天霸占微博热搜、被脑残粉和水军刷屏控评尬吹多么多么努力多么多么优秀的流量小生手里。这几年华语乐坛青黄不接的现象太严重了，还有隔壁的中国武打片也是严重的青黄不接，你看看这几年有能接替甄子丹成龙李连杰洪金宝他们的武打新人出现吗？,9,0,0.9999976494223568,positive,positive
2123313036,在昂同学_,回复 @小喆路过此地 :严重同意，其实要是关注乐坛会发现十年前的那些大神还在，并不是他们没落了，而是流量时代来临后，口水歌多了，我觉得最最主要的是，微博火了之后，那些人真的只注重流量，不在乎质量，随便出首歌，然后花钱买流量打榜顶上热搜，真正有实力的又不会像他们一样故意去买热搜，那是对他们自己的侮辱。像我们这种不是某位特定歌手的铁粉那种，找歌一般都从app的排行榜上找，结果尼玛一听好多都是花钱买上的，久而久之就会产生乐坛已经不行了的想法。其实10年以前也是个路大神的巅峰时期，他们总会走下坡路的没人能永远在巅峰，只不过这巅峰也太高了，后人难以企及的高度，那是他们各自散发才华为共同为我们打造的一个时代，当他们逐渐淡出舞台，优秀的后辈新人们接棒，虽然可能达不到前辈们的巅峰，至少不会让乐坛没落，现在乐坛成这个样子就是让流量毁的，说抖音毁歌其实也是属于流量毁歌的一种，十年前也有很多烂大街的口水歌啊，求佛，香水有毒这些不是吗，只不过那时候都是实力说话，口水歌自动被淘汰罢了。现在乐坛这样，有少部分原因可能是因为站在顶端的那些大神确实慢慢地走下巅峰了，根本原因还是流量，微博那一套真的病态。,6,0,0.6038975886508253,neutral,positive
2156685172,宝藏影视音乐,回复 @小喆路过此地 :我发现 王菲只要有唱歌..就一定在榜单上。如果我没记错的话 王菲应该活跃在90年代的歌手吧。现在只要唱 就还能在前十 感觉挺神奇的,0,0,0.9999885135313658,positive,positive
2156808578,小喆路过此地,回复 @阿空Augus :说明王菲实红啊，她和那些微博上点赞量评论量动不动几十万上百万、可是现实中真人粉丝实际上并没有那么多的流量小生可绝不是一路货色,2,0,0.9892102110463395,positive,positive
2098684737,我需要保持清醒,讲道理，《不如吃茶去》吹爆好吧，14听到19年了[支持],88,0,0.4830699422120987,neutral,positive
2098603685,柚甜柚子ovo,李荣浩和杨丞琳放在一起是最骚的[doge],72,0,0.9951402675584828,positive,positive
2098571443,烛渊胤芜,"今天高兴，什么歌感觉都那么好听[喜欢]
现有宁王后有天，刘谋摔碎电子烟[惊喜][滑稽][doge][吃瓜][打call]",72,1,0.9956478051261788,positive,positive
2290363661,Dicky小萌萌,不是林俊杰的粉丝，但是我觉得好像只有他是从第一期看到现在首首都是经典的。,50,6,0.8358753635026325,positive,positive
2521523417,神秘博士和肉丝,签约华纳，金曲歌王荣获两次，最佳作曲人得过一次，伟大的渺小专辑入围六项提名，实力不容小觑。出道之前到如今还帮别人作曲，有不少作品成为其他歌手代表作。,7,0,0.999887524126556,positive,positive
2524120952,Dicky小萌萌,回复 @直飞外太空 :是啊，JJ真的太厉害了，我喜欢听的歌都是他自己作词作曲的,3,0,0.3581352262067111,neutral,positive
4754942257,渝北棒老二,好听是好听，风格太单一。,2,0,0.0522146611239148,negative,negative
4982014673,Evelyn覃覃,回复 @胖头渝公主 :没有听过他全部的歌，又何必说他风格单一，所展现出来的‘风格单一’也不过是市场的选择罢了，当年的杀手，近几年的黑夜问白天，飞云之下其实比他的一些大hit可听性更强，但是市场不买账啊（相对来说），要是说一些重金属摇滚的曲风的话，对于他来说可以玩，但是没太大必要[doge][doge][doge],2,0,0.9693897619391508,positive,positive
99157718848,林家安歌,发专辑就在榜,0,0,0.061265761794411,negative,negative
107815621216,金额刚到家233,回复 @渝北棒老二 :第一次见说他风格单一的[笑哭],0,0,0.2953963553064376,negative,positive
2098658265,一梦碎今生,华晨宇还不错啊为什么还有人黑？  我觉得算是实力派歌手了,86,73,0.9568047251069256,positive,positive
2098617768,真-白嫖到六级嘤,14年真的雪崩啊，优秀音乐人作品还是高质量，其他的下滑严重，居然开始出现了万恶之源了，哈哈哈,38,1,0.9954472598246864,positive,positive
2098809125,球球球啾,确实有些歌还不错，但整体水平是下滑的，包括一些老牌音乐人，新作的传唱度不高正是表现平庸的展现。虽然不至于断代，毕竟新声代在接力上来，但两方的人数对比很明显。,37,6,0.9999973179442408,positive,positive
2098787963,可郝还好吧,我看up19年怎么弄[doge][滑稽],32,8,0.3631954372138293,neutral,positive
2099150845,那个瀑布,一直觉得JJ的可惜没如果和杰伦的你算什么男人，可以“隔空对话”（脑补中）,27,0,0.4315877372326865,neutral,positive
2098607360,肥丹等于肥蛋,"平凡之路——朴树
可惜没如果——林俊杰
算什么男人——周杰伦
可以了——陈奕迅
克卜勒——孙燕姿
讨好——张韶涵
将军令——五月天
匆匆那年——王菲
后会无期——邓紫棋
微光——苏打绿
虹之间——金贵晟
剑心——张杰
山水之间——许嵩
我醒着做梦——张学友
三月——张惠妹
难得孤寂——A-Lin
爱你没错——张信哲
失忆的金鱼——杨丞琳
作曲家——李荣浩
烟火里的尘埃——华晨宇
裂心——王力宏
不一样又怎样——蔡依林
境外——莫文蔚
歌路——刘瑞琦
岁月神偷——金玟岐
手心的蔷薇——林俊杰，邓紫棋
怎么了——周杰伦，袁咏琳
惊鸿一面——许嵩，黄龄
星座恋人——徐良，吴昕
理想——赵雷
南山南——马頔
回忆里的那个人——李行亮
偶尔还是会想起你——牛奶咖啡
敢伤——萧亚轩
阴天快乐——陈奕迅
说不出的味道——王心凌
尚好的青春——孙燕姿
手写的从前——周杰伦
生生——林俊杰
弹指一挥间——许嵩
雾都孤儿——汪苏泷
别忘了——周笔畅
微笑以后——张靓颖
你给我听好——陈奕迅
不搭——李荣浩
寻人启事——徐佳莹
PLAY我呸——蔡依林
青春修炼手册——TFBOYS
小鸡——王蓉
小苹果——筷子兄弟
施工完毕[打call][打call]",27,0,1.0,positive,negative
2677856818,背负伤的悻存者,林俊杰还在坚持创作[支持],7,0,0.9511397675889972,positive,positive
2397818487,非鬼非仙人在行云里,一路看来，我发现林俊杰就没有不好听的歌,28,3,0.7589965833873158,positive,neutral
2459054483,熊掌在掌熊,他那嗓子还能额外加分,3,0,0.746204829614823,positive,neutral
2459125330,非鬼非仙人在行云里,回复 @云上Panda :是的，林俊杰真是创作才子，而且他给别人写的也好听，量这么多还能每首都在水平线上,5,0,0.869623899470501,positive,positive
2521524437,神秘博士和肉丝,回复 @懵LAY :毕竟从小就学古典乐，音乐素养基础牢固。,1,0,0.9933312890900812,positive,positive
2147628781,wl108,2014年，总的来说JJ赢了，这个视频里3首原唱，三首作曲,20,2,0.969356594552294,positive,positive
