rpid,name,content,like,rcount,sentiment_score,analysis_result,bertlabel
2125154182,抓抓熊爪手,"有些歌本身很一般甚至差，但因为是某些人唱的，就啊啊啊XXX喜欢！
有些歌本身很优秀很好听，但因为是某些人唱的，就呕，爬，滚。
我看不只是音乐在退步，听众也在退步",2846,139,0.882803970445468,positive,neutral
2124735127,热血凌霜了吗,"1.飘向北方 王力宏
2.黑夜问白天 林俊杰
3.谁来剪月光 陈奕迅
4.体面 于文文
5.说散就散 袁娅维
6.像我这样的人 毛不易
7.暧昧 薛之谦
8.风衣 孙燕姿
9.连名带姓 张惠妹
10.追光者 岑宁儿
11.戒烟 李荣浩
12.蝴蝶的时间 许嵩
13.空空如也 任然
14.云烟成雨 房东的猫
15.我喜欢上你时的内心活动 陈绮贞
16.纸短情长 烟把儿
17.幸福路上 蔡依林
18.猎户星座 朴树
19.一如年少模样 陈鸿宇
20.郭源潮 宋冬野
21.玫瑰 贰佰
22.周游 陈粒
23.齐天 华晨宇
24.穿越火线 邓紫棋
25.A.I.爱 王力宏
26.圣所 林俊杰
27.跳舞的梵谷 孙燕姿
28.蓝色降落伞 周深
29.言不由衷 徐佳莹
30.船 林宥嘉
31.红昭愿 王梓钰
32.三生三世十里桃花 那英
33.消愁 毛不易
34.姗姗 金玟岐
35.我一定会爱上你 谢春花
36.一些规律 许飞/姚晨
37.凉凉 杨宗纬/张碧晨
38.世界上的另一个我 阿肆/郭采洁
39缘分一道桥 王力宏/谭维维
40.别 薛之谦
41.伟大的渺小 林俊杰
42.青春住了谁 杨丞琳
43.白羊 徐秉龙/沈以诚
44.生僻字 陈柯宇
45.远走高飞 金志文
46.咖喱咖喱 牛奶咖啡
47.沙漠骆驼 展展与罗罗
48.带你去旅行 校长
49.我们不一样 大壮
50.广东爱情故事 广东雨神
第一次当课代表[微笑]",331,5,1.0,positive,neutral
2125519823,吾沉醉于风中,"忍不住想表达一下。
这个节目应该只是收集一些产自2017年 大热的歌，有人喜欢听，歌能火  就有它的道理。
爬？ 呕？ 充斥着这些言语，你们有缺陷？
把音乐外的东西带到音乐上面来，不好好欣赏，甚至还嘲讽、侮辱。
结合一下评论区有位老哥说的，现在的音乐质量是下降了，但是听众的质量下降的更厉害

我佛了",745,45,0.8283523245093323,positive,positive
2127625650,Yuka宇嘉,"不好听有三个可能：
①歌本身不错，你不喜欢歌手
②歌本身不错，你没听过
③歌本身不错，传唱度太高让你觉得别扭
有些时候不是歌不好听，只是你欣赏不来，冷静一点。",408,16,0.9645630111597708,positive,neutral
2135993784,达可沐沐,那些整天发口区和爬的人是刚学走路呢，还有那些土味歌曲不喜欢就跳过啊，这么多人讨厌那这些歌那它们是怎么火的？这段时间的影流之主，野狼desco不也一样吗。等到做19年视频的时候是不是也要爬,82,2,0.998875845133691,positive,neutral
2127973645,狂暴拖更组长,"平时不咋关注这些什么歌手干了啥的人表示……我听到一首歌确实就是只觉得好不好听而已……华晨宇的那首弹幕甚至还有说你们喜欢这歌只是因为粉丝滤镜加成……可我寻思我一个路人确实觉得好听啊，总不能你不喜欢就否定别人喜欢吧……
还有一些人看到什么歌就【这也能上？】【口水烂歌，给👴爬】
我寻思【现在】的【你】不喜欢，你为什么要觉得【几年前】的【人群】都不该喜欢？？？要不，你穿越回几年前，引导大家去听别的歌？？你做的到吗？？？
这又不是推荐，这是盘点，是以【过去】为数据的，又不是用你手上的键盘作为数据源，真的有一部分人素质极差。",93,7,0.9942998275603704,positive,neutral
2124706491,视界之外的世界,许嵩蝴蝶的时间！！！,101,8,0.5543842321217217,neutral,neutral
2131169659,YF幸之助,黑华的是哪几家粉丝我都知道，为了黑造谣也是够了。华晨宇的《齐天》入选了江苏艺考曲目，是唯一上榜的90后，这两年华一直在写歌，因为版权问题没发出来，不过在b站有现场版，《降临》《斗牛》《新世界》《神树》《好想爱这个世界啊》《七重人格》《疯人院》…年底或者明年就会出新专辑。,115,27,0.9999997494795292,positive,positive
2125503108,Mr汝小胖,感觉大家对于某些歌没听过很骄傲似的。。。。怎么理解呢？,53,6,0.9789493710725722,positive,neutral
2124981217,ZZZwwwzzw,"我觉得如果不是小鲜肉粉圈总是在污人眼睛，其实整体上来讲，甚至是在进步。

当年一些人疯狂霸榜，固然一方面因为他们很有才华，但另一方面是因为我能接触到的高质量的歌曲只有他们的，出版和发型的渠道在他们那里，其他歌想听到也难。

中国进入网络时代之后，歌手有没有出版和发行的渠道就变得越来越不重要了。我个人的感觉，不管对歌手还是听众来说，都更加公平了。

经历早些年新奇的“网络神曲”，这些年恶心人的小鲜肉歌曲，市场越来越成熟，好的作品越来越不容易被忽视。

这些年原来那些霸榜的人，很多也是一直在发歌，但和某些人看不起的“抖音神曲”的传唱度完全没法比。
真的是听众水平下降欣赏不了“高水平”的歌？还是因为失去某些优势之后，慢慢泯然众人?",51,22,0.999999981863684,positive,positive
2125728482,爱你哟sunny,每次看这种视频弹幕里总会有一群人疯狂恶心我,35,0,0.7929231415247224,positive,positive
2124717134,虾滑少年,表白大哥的齐天[打call],47,0,0.0895558048617841,negative,neutral
2136357339,絢瀬絵里あやせえり,这回b站弹幕怎么了。。。有一种过了一晚上就一大堆素质贼低的人冲入了b站的感觉。。。这一晚上发生了什么。。。平时看个视频也就实在不能忍举报了一两个都算很难得的了。。。这个视频的弹幕。。。我就怕等我点完一晚上就这么过去了。。。你们这是怎么了。。非要在弹幕里肆意发泄你们对某位歌手（特指薛之谦），以及某些歌曲的不满吗。。。混小破站这么久头一回遇上这么恐怖的事。。。。。。,35,9,0.819130438930733,positive,positive
2128407859,我喝水果茶-谢谢,看了很多期这个系列了，有很多弹幕和评论真的令人头疼。真的很想说一句，请给自己不喜欢东西多一些包容。5060后很少会认同金庸剧和港台明星。7080对于韩流和偶像流量的接受度不可能会像9000那样。你在抨击新生人群的喜爱的事物时候不妨想想父辈们是否对我们所喜欢的事情同样认可。当你厌烦父辈们对我们“落伍”的评价的时候，看看自己，是不是也快变成了自己不喜欢的样子？,18,0,0.9999999986000973,positive,positive
2213368442,葱姜大料花椒蒜,那些骂抖音“网红歌”的，你们是在掐死年轻音乐人的前路，抖音大概是所有平台里最廉价的宣传手段了，在你们欣赏林俊杰，周杰伦的时候，你能想象到他俩给别人写了多久歌，接了多少打歌通告上综艺才能出头吗？还有更多的人连林周二人的资源都没有，只能被市场埋没。别觉得你“众人皆醉我独醒”，你不是“特立独行”，你就是“非主流”。,6,0,0.0883644128174812,negative,neutral
2137084064,晓风残月LZP,你们某些观众优越感还挺高的嘛[抠鼻][抠鼻][抠鼻]，动不动就爬，你当你是带明星呢,17,0,0.1275836766576087,negative,neutral
