rpid,name,content,like,rcount,sentiment_score,analysis_result,bertlabel
2054516005,院长我出院啦,"1	热带雨林	SHE
2	半岛铁盒	周杰伦
3	你的背包	陈奕迅
4	当爱在靠近	刘若英
5	melody	陶喆
6	分手快乐	梁静茹
7	懂事	孙燕姿
8	爱的主打歌	萧亚轩
9	死了都要爱	信乐团
10	壁虎漫步	潘玮柏
11	生命有一种绝对	五月天
12	痴心绝对	李圣杰
13	他一定很爱你	阿杜
14	好心分手	王力宏/卢巧音
15	风筝与风	Twins
16	绝对能失去你	F4
17	爱	莫文蔚
18	蓝色雨	温岚
19	你是我的眼	萧煌奇
20	蓝莲花	许巍
21	在他乡	水木年华
22	无所谓	杨坤
23	太多	陈冠蒲
24	练习	刘德华
25	启示录	谢霆锋
26	一个人	任贤齐
27	我是真的爱上你	王杰
28	伤逝	叶倩文
29	小薇	黄品源
30	孤单芭蕾	许慧欣
31	有梦好甜蜜	胡彦斌
32	爱上你等于爱上寂寞	那英
33	街角的祝福	戴佩妮
34	从开始到现在	张信哲
35	拯救	孙楠
36	别在我离开之前离开	江美琪
37	在雨中	汪峰
38	时光	许巍
39	美丽新世界	SHE
40	明年今日	陈奕迅
41	一辈子的孤单	刘若英
42	u make me wanna	萧亚轩/Bule
43	撕夜	阿杜
44	黑色柳丁	陶喆
45	回到过去	周杰伦",755,18,1.0,positive,positive
1995946614,温水煮橙子,喜欢up主不墨迹，直接放，不像其他人比比,178,2,0.5762133798769734,neutral,neutral
1995641523,喜欢看胖胖吃播,"热带雨林
半岛铁盒
你的背包
当爱在靠近
melody
分手快乐
懂事
爱的主打歌
死了都要爱
壁虎漫步
生命有一种绝对
痴心绝对
他一定很爱你
好心分手
风筝与风
绝对能失去你",106,5,0.9999955153358888,positive,positive
1995698166,喜欢看胖胖吃播,"爱
蓝色雨
你是我的眼
蓝莲花
在他乡
无所谓
太多
练习
启示录
一个人
我是真的爱上你
伤逝
小薇
孤单芭蕾
有梦好甜蜜
爱上你等于爱上寂寞
街角的祝福
从开始到现在
拯救
别在我离开之前离开
在雨中
时光
美丽新世界
明年今日
一辈子的孤单
u make me wanna
撕夜
黑色柳丁
回到过去",64,0,0.9999999999999996,positive,negative
1996143705,不噜卟噜,今天的课代表有心机，歌单分两次发，热评就可以有两个，,53,0,0.0808121242345478,negative,positive
1995915880,削桃子橙子皮,相对于现在的流行歌。我更愿意听一些零几年的歌曲[呆]我老了😔。,44,2,0.9641147820066706,positive,positive
2046767981,黄大大ova,这一年是大家集体失恋吗，这么多苦情歌,38,0,0.9286183979395634,positive,positive
4333857325,睡不着高手,我也想回到过去,2,0,0.593277737124576,neutral,positive
4238577737,季汉大宝备,哇哇哇。开幕就是是she入坑曲,2,0,0.103133551666134,negative,negative
4135853744,守法公民ABC,2002年阿杜的歌占领大街和小巷 所以打败你的不一定是歌手 也许只是一个快破产的包工头[doge],9,0,0.984616252588469,positive,negative
3749890636,前惧后恭思之令人发笑,KTV里即便有再多不认识的人，只要有人唱完死了都要爱，尴尬的气氛一下就热场了[喜极而泣],2,0,0.3001713519123421,neutral,positive
2668100326,自在天11,年度最佳柳丁,6,0,0.7394363017810085,positive,negative
