rpid,name,content,like,rcount,sentiment_score,analysis_result,bertlabel
3802009383,等一个艾特死等,"1.交换余生 林俊杰
2.平凡天使 邓紫棋
3.是但求其爱 陈奕迅
4.如果当时2020 许嵩/朱婷婷
5.入海  毛不易
6.温柔  五月天/孙燕姿
7.天外来物  薛之谦
8.不如先庆祝能在一起  萧亚轩
9.海上蝶  周深
10.悬日  田馥甄
11.娱乐世代  汪苏泷
12.麻雀  李荣浩
13.像是一颗星星  杨丞琳
14.赤伶  李玉刚
15.你要相信这不是最后一天  华晨宇
16.飞鸟和蝉  任然
17.无价之姐  李宇春
18.保重  王俊凯/谢霆锋/萧敬腾
19.第二顺位  潘玮柏
20.海底  一支榴莲
21.我行我素我爱你  郁可唯
22.姜子牙  张杰
23.决斗场见  张韶涵
24.Forever Your Dad  王力宏
25.晚安歌  陈嘉桦
26.羡慕    许嵩
27.沉鱼  音阙诗听
28.一颗星的夜  尤长靖
29.千年之恋  双笙
30.万国觉醒  邓紫棋
31.Fight as One  陈奕迅/蔡依林
32.二零三  毛不易
33.小尖尖  韩红/薛之谦
34.风平浪静  伍佰
35.斗牛   华晨宇
36.我非独自生活  郭静
37.Home  蔡徐坤
38.枕边人  胡彦斌
39.在一起嘛好不好  李荣浩
40.皆可  田馥甄
41.微光海洋  周深
42.破茧  张韶涵
43.蝴蝶飓风  张靓颖
44.无滤镜  林俊杰
45.致明日的舞  陈奕迅",991,73,1.0,positive,positive
3801949219,我是一只胖大橘,我先来，我就喜欢这种不bb直接放歌的[热词系列_知识增加],446,10,0.8694833117246612,positive,positive
3801960475,我是一只胖大橘,[doge]2020年华语乐坛回顾之阮经天倒底拍了多少MV,328,8,0.2733513257260339,negative,positive
3801964789,Lyocin,阮经天真的长了一张mv脸，几乎和所有华语女歌手都合作过,6,0,0.8232419389556553,positive,negative
3801983193,Be_nature,帅诶,0,0,0.8630530555797129,positive,negative
3802744793,麦某人丶,咱们关注点一样、,0,0,0.7508823236613738,positive,positive
3803806731,念青春岁月,我盘点过阮经天拍过的MV，但是因为是4月份制作的，所以没有交换余生。BV1yV411o7Pz,8,0,0.9581113110253304,positive,positive
3804168271,巴啦啦能量老污婆变身,回复 @麦麥唛丶 :好像说他开始就是个专门拍mv的,2,0,0.1667784096204244,negative,negative
3808308605,Guti-古蒂,d,0,0,0.5,neutral,positive
4093854343,只听主流音乐,天后的MV必有阮经天和王大陆[吃瓜],0,0,0.9465446966081288,positive,negative
112031587008,红柚酸奶,当年可是mv小王子啊哈哈哈哈哈,0,0,0.981526145838223,positive,positive
3802146668,Lv弑灵,"我不管别人怎么想的，反正我关注up是来听歌的
视频里出现听过的歌就发个弹幕，没听过的歌喜欢就去补，不喜欢就无视
也不知道为什么，没听过也成大声嚷嚷的资本了[疑惑]
炫耀无知？就很迷",308,10,0.994620765683876,positive,positive
3809847623,怪力少女琴吹紬,有些人根本不是来听歌的，就是专门来抬杠的，新歌手就说不如老歌手，老歌手就说退步了，你这么能华语乐坛就靠你了[微笑],209,17,0.8608581043654212,positive,negative
3810458825,鸥嚎飞上天,您说的对[OK],0,0,0.3657256931515052,neutral,negative
3916352008,牛肉面片子,不是真的吗？现在年轻的“歌手”有几个能听的？动不动就是粉丝吹的几千万的什么金曲，有几个有传唱度的[微笑],3,0,0.6229952764811227,neutral,positive
3918512842,怪力少女琴吹紬,回复 @17239389770_bili :粉丝吹的那是爱豆，不是歌手，这个视频里没几个爱豆啊,2,0,0.0772564483885119,negative,positive
3993752494,濑名泉_Angel,回复 @17239389770_bili :我求求你抬头看看up盘点的这些歌手，林俊杰陈奕迅张韶涵张靓颖邓紫棋张杰周深……并不全是年轻流量好嘛，你非得说这些人的歌也不能听那我也没办法[怪我咯],4,0,0.0396069123064325,negative,negative
4045963610,W艾晨曦,现在还是这批老人在撑场面，再过几年他们不在发行歌曲就知道了,3,0,0.382300539880118,neutral,negative
4180217767,UNCIE-LIU,回复 @牛肉面片子 :你觉得音乐是用来听，还是用来唱呢？,2,0,0.9919356857914682,positive,positive
4836498886,月影东云,回复 @濑名泉_Angel :邓紫棋，周深妥妥的新声代歌手，到你那加速老化了？[doge],0,0,0.5083148473589986,neutral,positive
4838951424,濑名泉_Angel,回复 @月影东云 :我说的是年轻流量好嘛……年轻+流量，邓紫棋和周深虽然年轻但不是流量,0,0,0.9959561352983768,positive,positive
93500934832,81264239986_bili,有的人不是周杰伦，陈奕迅这样的，就说不行。看人不听歌就是来杠的，我就好奇我不爱听的歌不听就好了，干嘛非来踩一脚呢，仔细想想不是收钱了就是脑子有病。,0,0,0.0030163382818833,negative,negative
95039676896,莽夫灬莽夫,回复 @81264239986_bili :在今年你还能说出这句话我也不爱你你收了钱,0,0,0.0163651235097158,negative,negative
95039777904,莽夫灬莽夫,回复 @81264239986_bili :就今年这环境还能说好吗？,0,0,0.242983972974823,negative,negative
96153757504,Jizuz,回复 @牛肉面片子 :你说的传唱度高的老歌更多的都是些口水歌，真要论起来也就打油诗水平，不过是因为青春期陪伴了你在你心中地位高而已。理性一点，别一副就你懂的样子，不喜欢可以不听,0,0,0.9999998971496168,positive,negative
97040145248,脑洞君256,回复 @Jizuz :举个例子,0,0,0.0301312053433866,negative,positive
97040330848,脑洞君256,回复 @Jizuz :学猫叫 ，卡路里，狗都不听我说的！,0,0,0.065544930761727,negative,positive
99133677280,逾梦川,不不不，他们会说新歌手的歌欣赏不来[脸红],1,0,0.538978241511709,neutral,positive
106600615680,没心情和狗对骂,回复 @牛肉面片子 :有传唱度才是好歌吗，现在又不是十年前，网络神曲霸占网络，好歌火不了，当然没有传唱度了。。。,0,0,0.6156595236836769,neutral,negative
130861223264,Tsui_Kin,蔡徐坤赛高！！！！！我坤哥就是厉害,0,0,0.8084846092406381,positive,positive
3802645245,求求中篇论文,就现在人听歌全凭情怀呗，不是周杰伦jj就难听呗，人品不好所以歌就是烂歌呗，我觉得有的弹幕太双标了，确实现在很多歌不如以前，但全部否定我不赞同，我认为有的歌其实还蛮能打的，10年前有些口水歌现在不也被当成神曲了吗[吃瓜],304,21,0.7498855740940409,positive,positive
3803028417,春风不迷人,听新歌要有一种空杯心态，摆脱固有的思维才能从技巧旋律等方面欣赏，如果一直有老歌好听新歌就是渣的心态，这种惯性思维还是不要听新歌，走不出那个⭕️，何必为难自己呢？,138,6,0.9999998484211516,positive,positive
3802468142,teentoty,这也还行阿 怎么有人老是怀古踩新啊,170,19,0.9528287707971834,positive,positive
3802854908,EVN本熊,你不听新歌你高贵咯[tv_鼓掌],170,17,0.9047486872662296,positive,positive
