rpid,name,content,like,rcount,sentiment_score,analysis_result,bertlabel
1982294071,透明小马甲,2000年，蔡徐坤两岁，已经会唱鸡你太美了。,311,3,0.9957526273563913,positive,positive
2032270757,瓦塌诺散步,2000年诞生两个超级新人 周杰伦 孙燕姿,172,2,0.6304943183389682,neutral,positive
1982923356,求购588显卡,太可怕了。。。。。。。随便拿一首。。。现在一年都听不到这种级别的歌曲。。,118,0,0.1878668530737296,negative,positive
2065813487,khjkhjkhjkhj,可怕的是，2019了，听的还是这些歌,85,6,0.6515727199872858,neutral,positive
1982320326,吐槽阿瞒,我想看看华语乐坛到底是哪年崩掉的,95,27,0.1410882036929283,negative,positive
1984160161,欧阳的日常,二十年后还是听这些人的歌,61,0,0.6083601566531512,neutral,neutral
2063832373,糖G果,还记得那些年千千静听吗,46,2,0.8875536273233312,positive,positive
1995634643,果嚒果嚒喏,看看当年，一年可以拉100多首出来做视频，而且基本很多人都听过。现在一年能拿30首出来比划一下？,41,4,0.9685807197558876,positive,neutral
2085046075,wkeurhdi,大部分的男明星都发福走样了。[笑哭]。。。。大部分的女歌手还是一如既往的美......看不出啥变化  女性的自我管理...,43,6,0.9999691756610584,positive,positive
2029725933,但我只有3块钱,看见燕姿就滚进来了٩(๛ ˘ ³˘)۶❤,22,0,0.0847597939705376,negative,positive
2267118870,乱马的开水壶,这个视频被微博营销号微博名称：热门音乐 原封不动的搬运，现在还被头条新闻转发。emmm如果那个是你自己搬的，当我没说。,17,0,0.6868626360804109,neutral,positive
2047702959,我放弃她只因领悟哲学,2000年-2001是任贤齐的歌迷。没过多久就叛变成周杰伦的了 [笑哭] 扎心了吧任贤齐老师,20,3,0.9946146955279268,positive,positive
2076439599,古月天子,2000年真的好欢快啊ε=ε=(ノ≧∇≦)ノ；还有，我觉得周杰伦那整张专辑出来都没问题,17,1,0.3020956699789283,neutral,positive
95426769280,妖怪来啦,小刚yyds,3,0,0.4737672181921908,neutral,neutral
4683161148,库里飞呀飞,说实话现在很多个好歌都是零几年的,3,0,0.8643888789481402,positive,positive
2165278528,任世界寂念如尘,不敢说每首都听过，但是大部分都听过，可能是人老了吧，感觉还是以前的比较好，不管是电视剧还是歌曲[蛆音娘_吃瓜群众],3,0,0.5005938307310489,neutral,neutral
2150619934,LV6-_-御坂美琴,为浪子而来,3,1,0.5,neutral,negative
2124781120,Xycy_,看到你姿的封面我先投个币,16,0,0.6378986654801699,neutral,positive
