rpid,name,content,like,rcount,sentiment_score,analysis_result,bertlabel
97363022176,不会飞的星星,我觉得比歌曲更冰火两重天的反而是弹幕[热词系列_知识增加],1550,30,0.9993738432734072,positive,neutral
97367564912,雍子的piratedog,妙,1,0,0.764705882352941,positive,negative
97536683536,无欲抡笔,[热词系列_知识增加],1,0,0.9275508295844151,positive,positive
98155229856,川上周郎,每首歌弹幕都有什么抬走等等之类的话，像这样的弹幕已经没有必要开了,144,0,0.2976261194618436,negative,negative
98297719728,本当は,有的歌真是尬吹，节奏感都没有,23,0,0.1386577409302067,negative,neutral
98390379280,知与足,[热词系列_知识增加],0,0,0.9275508295844151,positive,neutral
98671021584,Leroy天黯,很简单，抄袭歌直接骂，含着唱歌的叉掉，剩下的我觉得值得好好评论，而不是凭自己主观臆断就谩骂，别带那么大的戾气，我觉得大部分原创是值得鼓励的。,77,0,0.1566193780327998,negative,neutral
98701917904,不想打工呜呜,回复 @Leroy天黯 :很多歌都莫名熟悉，感觉都套着一个模子出来的,13,0,0.8271741999550491,positive,neutral
98814685776,香蕉大才Ok,回复 @川上周郎 :确实这些里有一两首还是可以的,2,0,0.9708032458700092,positive,negative
98819048976,想想怎么编吧,回复 @233333333333额 :去掉感觉，现在新歌不就是靠声卡吐字都不清，再加点说唱带点国际范，要不就是抄的多与少，没有好歌谁支持你，谁会去了解。一次抄袭终身打黑。,9,0,0.9288194877845224,positive,negative
98852823024,be_there,回复 @川上周郎 :孤勇者好像没看到这些所谓弹幕,4,0,0.981367449157288,positive,neutral
98889916608,川上周郎,回复 @be_there :我看的时候是有的，只是不知道现在有没有清过,0,0,0.0360857851066223,negative,neutral
99319065296,伏笔止留白1,回复 @想想怎么编吧 :听过几首歌啊就现在的新歌，数字媒体时代得你自己去发现，无知者无谓而不要无知者无畏懂吗,1,0,0.999780126075346,positive,negative
99471422096,炸鸡敲好吃呢,回复 @233333333333额 :其实以前的歌也有这种感觉，有不少歌都总感觉一个调调，比如林俊杰的《那些你很冒险的梦》，我第一次听的时候总觉得我在哪里听过这种旋律,1,0,0.9892903695457058,positive,neutral
99632857136,炸鸡敲好吃呢,回复 @想想怎么编吧 :以前陶喆R&amp;B不也是国外的音乐文化？包括周杰伦的rap、快歌这些，你们不也一样喜欢听？以前也一样，华语音乐一直都在融合国外的音乐文化，只是现在很多人都厚古薄今，现在出的歌就先入为主地否定，就是差的,9,0,0.9995506727475854,positive,neutral
99634620048,我的AK47小熊呢,回复 @川上周郎 :现在的弹幕评价一首歌完全是看歌手的咖位了，咖位大再烂的歌都能夸，咖位小再好的歌都能喷[呲牙],81,0,0.9882601322475166,positive,negative
