rpid,name,content,like,rcount,sentiment_score,analysis_result,bertlabel
2107976020,耳朵听了能怀孕,这个系列就只这几期了，有点舍不得[呆],1072,121,0.9222879365073012,positive,negative
2107972961,都别急听我说,真的很不容易，每期节目都要筛选那么多的歌,24,0,0.9407495575681304,positive,positive
2107977912,林世豪lin,真的舍不得[大哭],0,0,0.9215920799231722,positive,neutral
2107985489,断罪邪灵,辛苦了，大大,2,0,0.8200000000000001,positive,positive
2107986189,断罪邪灵,有点怀念以前的歌和朋友了,4,0,0.896069016144492,positive,positive
2107996487,Dragon-124,"感谢up,你币有了[滑稽]",5,0,0.6957233348836079,neutral,positive
2107993547,杂毛小兔,辛苦了。不过说实在的，到最近这几年我只是为了看全这个系列而看，偶尔有几首歌是听过的，所以，没啥不舍得的……要是你倒着时间弄还真不舍得结束呢~,32,0,0.2439090586656157,negative,positive
2108011805,改革前沿阵地的freshmen,回复 @杂毛小兔 :感谢感谢！up主有没有歌单呀？网易云或者其他都可，希望关注一波[偷笑],7,0,0.9903498444100394,positive,positive
2108011945,哏儿都Aatrox,你可以再盘点欧美的啊[抠鼻],39,0,0.4701583427804389,neutral,neutral
2108013911,风雪凡,下个系列做啥啊[吃瓜]坐等,3,0,0.7658184282336088,positive,negative
2108009880,耳朵听了能怀孕,很多人私信问我，统一回答：没有建歌单，原因是单在一个音乐软件歌曲找不全……,234,0,0.8708844320917729,positive,positive
2108008304,肥丹等于肥蛋,"告白气球——周杰伦
刚好遇见你——李玉刚
在这个世界相遇——陈奕迅
大鱼——周深
你在终点等我——王菲
全世界谁倾听你——林宥嘉
不说——李荣浩
后来的我们——五月天
雅俗共赏——许嵩
成都——赵雷
理想三旬——陈鸿宇
父亲写的散文诗——许飞
光年之外——邓紫棋
我好像在哪里见过你——薛之谦
空心——光泽
山海——草东没有派对
here we are——华晨宇
超越无线——林俊杰
恋我癖——蔡依林
英雄——周杰伦
永远都在——SHE
心电感应808——张靓颖
不害怕——张韶涵
在，也不见——孙燕姿
越爱越强——张杰
小半——陈粒
借我——谢春花
我要你——任素汐
水星记——郭顶
春风十里——鹿先森乐队
一笑倾城——汪苏泷
还魂门——胡彦斌
观众——杨丞琳
爸爸妈妈——李荣浩
两限——周笔畅
时光正好——郁可唯
天真有邪——林宥嘉
灵魂伴侣——田馥甄
如果我们不曾相遇——五月天
画——邓紫棋
爱情废柴——周杰伦
忘了如何遗忘——郭静
天若有情——A-Lin
刚刚好——薛之谦
最佳歌手——许嵩
阿刁——赵雷
虚拟——陈粒
半壶纱——刘珂矣
过客——周思涵
林中鸟——葛林
施工完毕[打call][打call]",1498,36,1.0,positive,positive
2107969687,都别急听我说,还有3期就要变成年更up了呢,184,0,0.556142932481992,neutral,negative
2108503606,良木可栖丶,就明显感觉到，这个时候的音乐有很大部分都是依附于影视作品的，主题曲oped,167,10,0.2664728419530661,negative,positive
2107979689,视界之外的世界,许嵩雅俗共赏！！！,160,7,0.5208042175478397,neutral,positive
2108055496,一酌清风,"1.告白气球-周杰伦
2.刚好遇见你-李玉刚
3.在这个世界相遇-陈奕迅
4.大鱼-周深
5.你在终点等我-王菲
6.全世界都在倾听你-林宥嘉
7.不说-李荣浩
8.后来的我们-五月天
9.雅俗共赏-许嵩
10.成都-赵雷
11.理想三旬-陈鸿宇
12.父亲写的散文诗-许飞
13.光年之外-邓紫棋
14.我好像在哪见过你-薛之谦
15.空心-光泽
16.山海-草东没有派对
17.here we are-华晨宇
18.超越无限-林俊杰
19.恋我癖-蔡依林
20.英雄-周杰伦
21.永远都在-SHE
22.心电感应808-张靓颖
23.不害怕-张韶涵
24.在，也不见-孙燕姿
25.越爱越强-张杰
26.小半-陈粒
27.借我-谢春花
28.我要你-任素汐
29.水星记-郭顶
30.春风十里-鹿先森乐队
31.一笑倾城-汪苏泷
32.还魂门-胡彦斌
33.观众-杨丞琳
34.爸爸妈妈-李荣浩
35.两限-周笔畅
36.时光正好-郁可唯
37.天真有邪-林宥嘉
38.灵魂伴侣-田馥甄
39.如果我们不曾相遇-五月天
40.画-张靓颖
41.爱情废柴-周杰伦
42.忘了如何遗忘-郭静
43.天若有情-A-Lin
44.刚刚好-薛之谦
45.最佳歌手-许嵩
46.阿刁-赵雷
47.虚拟-陈粒
48.半壶纱-刘珂矣
49.过客-周思涵
50林中鸟-葛林
我好像来晚了[嫌弃]",181,9,1.0,positive,neutral
2108481012,xpzmad深井冰设置,服了，有些人只要是他不喜欢的就拼命黑，能不能不要恶心人了，别人就拼命夸，到华晨宇就各种黑，还说听不清，他的rap歌词听得比很多歌手的清晰多了，不见你们说别人,109,17,0.4383642025404927,neutral,positive
2113607705,菜狗子喝蛋汤,拜托不要秀优越感好吗！我也是追着周杰伦林俊杰长大的，当年的歌手一个个是实力唱将，现在的好多歌手也不是绣花枕头啊！像郁可唯，华晨宇，邓紫棋他们，别出来个新声代歌手就发问号，你可以没听过，也可以不听，但是能不能给那些用心做音乐的人一点路人的善良，对于音乐的热爱难道不是最能做出好音乐的基础吗？我们该鼓励啊。,30,4,0.9999854668082916,positive,positive
2108401685,一束大橘猫,我是真没想到最佳歌手 这么一首许嵩私人向的歌曲能上来！！太意外了！！,94,8,0.963754505192482,positive,positive
2108384857,或一野,想不通那些为了黑而发弹幕的人[微笑]那些发呕的怎么不把你的肠子呕出来，还有打问号的，你怕是连你爸妈是谁都不知道,70,2,0.1376338449332819,negative,positive
