rpid,name,content,like,rcount,sentiment_score,analysis_result,bertlabel
2073112649,之子于归晚,"1.《魔鬼中的天使》 田馥甄
2.《依然爱你》 王力宏
3.《学不会》 林俊杰
4.《你好吗》 周杰伦
5.《我最亲爱的》 张惠妹
5.《我不愿让你一个人》 五月天
6.《喜欢寂寞》 苏打绿
7.《孤独患者》 陈奕迅
8.《愚人的国度》 孙燕姿
9.《吴哥窟》 吴雨霏
10.《那个男人》 杨宗纬
11.《怎么说我不爱你》 萧敬腾
12.《小永远》 何洁
13.《最重要的决定》 范玮琪
14.《想象之中》 许嵩
15.《明天你好》 牛奶咖啡
16.《夜空中最亮的星》 逃跑计划
17.《追梦赤子心》 GALA乐队
18.《南方姑娘》 赵雷
19.《心动》 陈洁仪
20.《如果爱忘了》 戚薇
21.《遗失的心跳》 萧亚轩
22.《煎熬》 李佳薇
22.《因为爱情》 陈奕迅/王菲
23.《三寸天堂》 严艺丹
24.《那些年》 胡夏
25.《我不会喜欢你》 陈柏霖
26.《想自由》 林宥嘉
27.《后会无期》 徐良/汪苏泷
28.《怎么唱情歌》 刘惜君
29.《末班车》 萧煌奇
30.《星空》 五月天
31.《那些很冒险的梦》林俊杰
32.《你被写在我的歌里》 苏打绿/陈嘉桦
33.《火力全开》 王力宏
34.《独一无二only you》罗志祥
35.《公主病》 周杰伦
36.《全面通缉》 潘玮柏
37.《星辰变》 吴克群
38.《亚特兰提斯》 F.I.R.
39.《不哭》 王心凌
40.《最接近天堂的地方》 张杰
41.《存在》 汪峰
42.《我很忙》 A-Lin
43.《微博控》 许嵩
44.《不分手的恋爱》 汪苏泷
45.《坏女孩》 徐良/小凌
46.《无法原谅》 李佳璐
47.《爱的供养》 杨幂
48.《父亲》 筷子兄弟",739.0,10.0,1.0,positive,neutral
2073107861,粽子咸的好吃,2011年，对歌的记忆开始模糊，印象里一些歌明明刚出来我就听的，感觉也好像还没过多久，怎么就是8年前的歌了？,288.0,7.0,0.362540478346709,neutral,negative
2073134186,文通事故video,歌曲编年体型UP主[喜极而泣],220.0,6.0,0.6327405521918055,neutral,positive
2073615888,神也会在人间变得普通,"三巨头的歌：汪苏泷表达的是懵懂的爱恋，你发现表达的简单直白，我喜欢你，我以后想和你在一起，就是这个意思。许嵩表达的像观察日记和读爱笔记。徐良表达就是恋爱失败后我在想对方做了什么错事才变成这种结果的感觉。[妙啊]“犯贱，红装，微博控，想象之中，情侣装，不分手的恋爱，唯你懂我心…”
当时的少年们啊，我们喜欢的歌曲一直都是：你懂我，我想你，你以为我是谁啊（自豪），为什么会这样的内在含义。
非主流是直白的，表现自己的，光明正大的。
哎，
“这世界规矩太多，我有点不爽，不想和别人一样，所以我逞强。”
“我一个人的力量，能去闯，就算要飞越海洋，也不能阻挡我对梦的渴望。”
“他们说快写一首情歌雅俗共赏，落笔传神还要容易传唱。”",144.0,9.0,1.0,positive,negative
2074142237,不想长大的SHERO,"2010-2013期应该几乎都是我初中得歌单，许嵩，徐良，汪苏泷.....,希望后面有本兮，小贱，曾经人们说他们非主流，殊不知是华语乐坛最后的盛宴，从那以后，饭圈文化和流量小生时代到来。",101.0,7.0,0.999829924854265,positive,neutral
2089594249,璀璨星河丶丶,无意中收看了2006年视频，后来陆续用时近5小时看了历年的，一边看一边将所有歌曲加入歌单收藏，将近1000首了，太经典了，太喜欢了，好多都没听过，感谢up主[喜极而泣]，感觉发现了新大陆！在这里也造福大家！qq音乐，搜索用户114204676，想要歌单的自己去保存吧，一个没放下用了两个[偷笑]，（里面还100来首好听英文歌曲，个别其他的我认为好的）再次敬礼[画风突变],65.0,5.0,0.9999847278920664,positive,neutral
2073127989,肥丹等于肥蛋,"魔鬼中的天使——田馥甄
依然爱你——王力宏
学不会——林俊杰
你好吗——周杰伦
我最亲爱的——张惠妹
我不愿让你一个人——五月天
喜欢寂寞——苏打绿
孤独患者——陈奕迅
愚人的国度——孙燕姿
吴哥窑——吴雨霏
那个男人——杨宗纬
怎么说我不爱你——萧敬腾
小永远——何洁
最重要的决定——范玮琪
想象之中——许嵩
明天你好——牛奶咖啡
夜空中最亮的星——逃跑计划
追梦赤子心——GALA乐队
南方姑娘——赵雷
心动——陈洁仪
如果爱忘了——戚薇
遗失的心跳——萧亚轩
煎熬——李佳薇
因为爱情——王菲，陈奕迅
三寸天堂——严艺丹
那些年——胡夏
我不会喜欢你——陈柏霖
想自由——林宥嘉
后会无期——徐良，汪苏泷
怎么唱情歌——刘惜君
末班车——萧煌奇
星空——五月天
那些很冒险的梦——林俊杰
你被写在我的歌里——陈嘉桦，苏打绿
火力全开——王力宏
独一无二only you ——罗志祥
公主病——周杰伦
全面通缉——潘玮柏
星辰变——吴克群
 亚特兰提斯——FIR
不哭——王心凌
最接近天堂的地方——张杰
存在——汪峰
我很忙——A-Lin
微博控——许嵩
不分手的恋爱——汪苏泷
坏女孩——徐良，小凌
无法原谅——李佳璐
爱的供养——杨幂
父亲——筷子兄弟
[打call][打call]",48.0,2.0,1.0,positive,neutral
2074021408,萌军小伙伴,2011年，许嵩出了专辑《苏格拉没有底》，摘取的想象之中、微博控固然不错，知名度也更高，但是我更偏爱  拆东墙、毁人不倦、敬酒不吃。,39.0,10.0,0.9843992013818454,positive,negative
2073056356,思卿泪不留,坐等群魔乱舞时代的到来,36.0,0.0,0.9892515478436308,positive,positive
2073053899,李秀满花田,2011 王力宏在索尼的最后一张专辑了 还是很感谢索尼的 比起在当年的第一个公司 索尼的发展空间确实很大,22.0,2.0,0.9998218475427334,positive,positive
2073123673,我躺平啦,"1魔鬼中的天使
2依然爱你
3学不会
4你好吗
5我最亲爱的
6我不愿让你一个人
7喜欢寂寞
8孤独患者
9愚人的国度
10吴哥窟
11那个男人
12怎么说我不爱你
13小永远
14最重要的觉得
15想象之中
16明天你好
17夜空中最亮的星
18追梦赤子心
19南方姑娘
20心动
21如果爱忘了
22遗失的心跳
23煎熬
24因为爱情
25三寸天堂
26那些年
27我不会喜欢你
28想自由
29后会无期
30怎么唱情歌
31末班车
32星空
33那些很冒险的梦
34你被我写在歌里
35火力全开
36独一无二only you
37公主病
38全面通缉
39星辰变
40亚特兰蒂斯
41不哭
42最接近天堂的地方
43存在
44我很忙
45微博控
46不分手的恋爱
47坏女孩
48无法原谅
49爱的供养
50父亲",18.0,1.0,0.9999999999799124,positive,negative
2082813165,果子狸li_li,唉，我从不否认当时的我非主流，但这个和歌没关系啊，我99年的，青春记忆确实是07年以后最深刻，许嵩、徐良、汪苏泷、后弦、本兮……包括张杰，都是我的回忆，很美好的一段时光[害羞],17.0,5.0,0.9999999999720544,positive,negative
2164149743,飞行的格兰迪,别说三巨头了，三巨头真的好听的一比，现在那些流量还能写出来不分手的恋爱这种歌？拉倒吧,16.0,0.0,0.3096340867319815,neutral,negative
2090452684,小黄花ooo,当年的网络歌手用10年时间向网友诠释了什么才叫大型真香现场[doge],15.0,0.0,0.6579097885159482,neutral,neutral
2075251162,机智的适欲,有一说一，2011年确实还可以，从12年开始伴随着内地音乐综艺的兴起和港台的疲软，热门歌曲越来越倾斜内地，这也是大势所趋，这也是B站很多年代回顾只做到2012年的原因。,15.0,1.0,0.9998818910796408,positive,positive
2073188670,暗香浮动李二狗,看了半天结果一直爆炸到2019[呆],17.0,1.0,0.270665227107831,negative,neutral
2073129824,月胧间,《千百度》???,13.0,0.0,0.5642596827997747,neutral,negative
2088980875,明妃世隐,再补一个，许嵩《宿敌》，当时在我们高中巨火。,12.0,1.0,0.0634719038443367,negative,negative
2082315519,fu相伤害,建议up再做一个歌单 放在各大音乐软件上   一首一首搜太慢了,9.0,0.0,0.1399463968840306,negative,neutral
2073229058,记忆里没有你的名字,这一年的质量还是挺强的嘛[微笑],8.0,1.0,0.9476254225210404,positive,negative
2932138908,Single-Sir兜马路,没有干杯？你让B站脸往哪儿搁[抠鼻],2.0,0.0,0.0218355126599667,negative,negative
2166620502,阿a拉蕾,讲真，一直刷闰土的人是不是觉得自己很幽默，请把幽默和没素质分清可以么，妈妈小时候一直说不要随便诋毁别人，长大后我才发现不是所有人都有妈[微笑],6.0,1.0,0.5154497852695563,neutral,neutral
2122568150,派生体,什么是经典，就是一直在歌单，不会被淘汰掉的歌,2.0,1.0,0.694721821483095,neutral,neutral
2077778677,认真画画的桃子,喜欢这种不逼逼念的up主 反手就是一个赞,2.0,1.0,0.9588480394473028,positive,positive
2073950562,2223344534678ill,希望up主以后放许嵩，徐良，汪苏泷的歌时都放专辑里的歌，里面都是精华，希望更多人听到,10.0,1.0,0.9987060938759488,positive,neutral
2078474895,鬼怪clist,虽然很喜欢杰伦，但是惊叹号是真的很一般，旋律一般，制作一般，很多人拿电音说事，说超前大家听不懂，可现实是这一年王力宏潘玮柏萧亚轩都在玩电音，内地也有尚雯婕等人，真的别把惊叹号吹过了，很普通的一张专辑而已,6.0,3.0,0.9999952256185388,positive,neutral
95545552048,JiangzawaNico,10 11年开始，起码大陆的音乐软件排行榜，开始有不少大陆歌手上前几名了，而不是以前那样港台包揽，可以说是大陆歌手开始崛起的年代,1.0,2.0,0.4683818132040788,neutral,negative
4993514329,90后怀旧小白,好像特别经典的只有1  2  7  13   15   22和47  48。确实有点诸神黄昏的感觉。,1.0,0.0,0.0431506721146378,negative,positive
4977363572,尊贵的酷狗会员,没有本兮 差评,1.0,0.0,0.0615466094925283,negative,neutral
3335223605,于途の晶晶,江湖这么多年，看似很多高手，其实，来来去去高手就那么几个！,2.0,0.0,0.8929591121747539,positive,positive
2592473253,Bamgod,疗伤烧肉粽 迷魂曲 世界未末日 琴伤 皮影戏 minemine不应该榜上无名啊_(:з」∠)_,1.0,2.0,0.9994914013334952,positive,positive
2487801572,ZqGodKsniper丶dK,2011的整体质量简直高到离谱！就是旧的还没走，新的已经来了，百花齐放的这种感觉。（其实我觉得汪峰的歌还可以，就是被梗玩坏了，太可怜了）,4.0,0.0,0.1340911552168786,negative,negative
2316412968,账号已注销,《你好吗》是真的被低估了,1.0,0.0,0.8792613172702415,positive,negative
2275524991,减肥的阿波,徐良的《犯贱》是哪一年的？,2.0,0.0,0.9705989503653484,positive,negative
2241338987,账号已注销,三巨头差在唱功,1.0,2.0,0.819012400794344,positive,negative
2223126572,明可非倦,"现在网络发达了，而且就比如B站这些up都有几十几百万粉丝，渠道不像以前那么集中，要封神的难度无形中高了不少。有些人一只曲子不错，然后就被淹没了，继而很快被淡化甚至遗忘，要连续保持高质量且营销成功的作品真是非常考验作者和团队的综合实力。
所以可能不是音乐界衰退了，而是结构变了，总能量还是上升的。",1.0,0.0,0.999999998357914,positive,neutral
2199855114,星露谷农场打工人,五月天出专速度虽然慢但质量最高，这一年的金曲奖无人能和他们对打,2.0,0.0,0.761877582426922,positive,negative
2174930469,终极普通男孩,这一年应该是98年的童年,1.0,0.0,0.5446589938451822,neutral,neutral
2165060512,追风筝的鸟,大家可以听听刘惜君的歌，真挺好的，尤其拂晓那张专辑，相信我，你不会失望的。别的歌手大家或多或少都有了解不多说。,1.0,0.0,0.9977348351091748,positive,negative
2164661689,UnkindiedWitcher,缺了张靓颖《终于等到你》,1.0,0.0,0.1944670325454531,negative,neutral
2162442745,半夜起来就想改个名,那些年真的不是09年的吗[喜极而泣],1.0,0.0,0.6293986365693571,neutral,negative
2159534730,525384486,真的好多xs粉[呆],1.0,0.0,0.8887147230019571,positive,negative
2128018938,账号已注销,李健的《贝加尔湖畔》也是这一年,3.0,0.0,0.6356523809235545,neutral,positive
2119831750,材料物理性,我知道为啥09到15的歌曲感觉没有以前熟悉了，因为初中高中基本没听过歌，哈哈,1.0,0.0,0.5426516245266205,neutral,neutral
2115153607,好大一只皮皮猪,说追梦赤子心是班歌的也太强了吧[无语],1.0,5.0,0.6727512358765476,neutral,neutral
2106730804,白马非乌鸦,为什么没有我嵩的宿敌。,3.0,0.0,0.2524620998726049,negative,negative
2097126035,爱喵的边缘人,超喜欢星辰变，不论是小说还是动漫，或是歌曲！,1.0,0.0,0.9901692700943818,positive,negative
2089136014,Elena_dix,12年后听许嵩和梁静茹的歌  之后歌手整容的越来越多了吧   看很多女歌手都整了  然后就无感了  15年后就听欧美和入宅了,1.0,0.0,0.9830659455491012,positive,neutral
2087059575,MDavidCheung,感谢up主，19年都看了，非常不错，作为80后感触更深，不过给上一辈人看了，表示没有刘欢，差评[喜极而泣],1.0,1.0,0.9934184909195968,positive,neutral
