video_title,bullet_time,bullet_content
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-11-26 22:35:26,很喜欢里边的一句歌词：任他们多漂亮，未及你矜贵
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-11-24 23:07:14,冷知识:这首歌伍佰写的
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-07-30 00:41:41,当年听到气球这首歌太惊艳了！
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-07-20 15:43:06,名场面
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-07-20 15:33:09,她这时候还不知道歌迷险恶哈哈哈哈
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-07-20 13:13:07,国家队又来踢馆了
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-07-14 14:51:02,赵薇这唱法是民族唱法啊，经受过专业训练的
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-07-14 14:46:30,...大哥大姐们好，当年我还是小学生...
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-07-14 00:35:26,听了这首歌我不敢坐缆车
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-07-08 23:45:31,国家队牛批！
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-07-08 11:07:20,你二哥塌房了，还优质偶像呢
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-07-06 21:04:39,好爱eason这首歌
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-07-04 17:55:20,靠~~好甜的笑容
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-07-02 12:53:22,啊啊啊啊，铁肺歌后
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-06-27 21:46:31,伴奏的古筝真的很棒
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-06-23 09:51:40,这歌绝了。估计听过的不多
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-06-22 21:52:00,厨子那货也是从小就出国学音乐的啊
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-06-22 21:51:23,那些厨子被低估的音乐实力
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-06-22 21:37:56,你以后千万不要把麦克风递给粉丝
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-06-22 03:01:46,高中全班在教室看流星花园
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-06-20 16:22:11,稀里糊涂就出道了，莫名其妙就大火了！！当时多少人懵逼
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-06-18 18:53:29,千千静听  排在前列的歌
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-06-16 05:07:39,这是老子当年QQ空间的BGM，好像到现在都没换
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-06-16 05:00:57,林宥嘉版的我KTV必唱曲目
【神仙打架】回顾2000年华语乐坛“疯狂”之路，全程都能跟着哼唱！,2022-06-16 04:59:20,这个MV当年看哭了
