video_title,bullet_time,bullet_content
2016华语乐坛,2022-11-12 21:20:52,已经只能靠OST撑场面了
2016华语乐坛,2022-11-11 21:42:37,欺师灭祖组合
2016华语乐坛,2022-11-07 17:51:11,这首我循环了好久
2016华语乐坛,2022-11-07 17:51:01,二哥来了
2016华语乐坛,2022-11-07 17:30:49,飘向北方
2016华语乐坛,2022-11-05 21:02:46,音乐纯粹，爱V绝对
2016华语乐坛,2022-11-05 21:02:40,音乐纯粹，爱V绝对
2016华语乐坛,2022-11-05 15:32:13,17年真的热闹!
2016华语乐坛,2022-10-29 22:13:45,毛不易他出现了
2016华语乐坛,2022-10-24 18:48:29,又有一首能听的了
2016华语乐坛,2022-10-23 20:19:14,这首歌的现场超好听
2016华语乐坛,2022-09-18 23:56:21,老林牛逼
2016华语乐坛,2022-09-18 23:56:04,前方高能！
2016华语乐坛,2022-09-16 01:16:31,顾里
2016华语乐坛,2022-09-07 17:35:41,前面的，都说了不按排名了
2016华语乐坛,2022-08-23 17:02:59,朴老师！！
2016华语乐坛,2022-08-17 22:43:55,李夫人稳定输出
2016华语乐坛,2022-08-17 21:47:13,毛哥出山
2016华语乐坛,2022-08-04 00:27:39,欺师灭祖
2016华语乐坛,2022-07-19 17:45:38,封神，游戏结束
2016华语乐坛,2022-07-19 17:36:51,稳定持续输出
2016华语乐坛,2022-07-19 17:33:59,新声代之光
2016华语乐坛,2022-07-18 10:27:48,汪苏泷词曲
2016华语乐坛,2022-07-11 13:43:58,年度传唱最高的一曲
2016华语乐坛,2022-07-10 09:48:18,民谣的崛起！！！
2016华语乐坛,2022-07-09 23:28:34,语文老师已经吐血
2016华语乐坛,2022-07-07 19:56:26,八股文，18路世家崛起
2016华语乐坛,2022-06-16 03:25:03,年度最佳！！！
2016华语乐坛,2022-06-15 21:54:49,巨星不易！！！排面！！要哭了
2016华语乐坛,2022-06-15 19:00:46,如听仙乐耳暂明
2016华语乐坛,2022-06-07 21:56:18,这会儿林宥嘉太瘦了
2016华语乐坛,2022-06-04 21:10:48,这首超好听
2016华语乐坛,2022-06-04 20:47:43,一直觉得金文岐的词是一绝
2016华语乐坛,2022-05-30 22:53:36,朴树最好的专辑，太喜欢
2016华语乐坛,2022-05-30 19:14:03,动物世界过后背过手和像风一样也很好听
2016华语乐坛,2022-05-29 15:18:17,JJ真的无敌
2016华语乐坛,2022-05-28 23:23:05,有首桃花若没看见
2016华语乐坛,2022-05-26 21:04:35,冷门你又来了
2016华语乐坛,2022-05-26 20:49:50,难得的一首良曲
2016华语乐坛,2022-05-25 02:46:49,哈哈哈哈哈哈哈
2016华语乐坛,2022-05-20 02:18:15,他咋了这是
2016华语乐坛,2022-05-09 16:54:35,朋友很爱的一首歌
2016华语乐坛,2022-05-08 10:53:16,周跨时代就有电音了
2016华语乐坛,2022-05-05 23:14:33,至此开始抖音时代
2016华语乐坛,2022-04-24 09:49:41,他的歌都一个调
2016华语乐坛,2022-04-21 02:10:42,这和半城烟沙还是有不少差别的
2016华语乐坛,2022-04-20 12:42:54,古风歌曲把我炸出来了
2016华语乐坛,2022-04-17 02:40:48,黄竟然能出现
2016华语乐坛,2022-04-13 23:59:04,哎呀，必须留下冷门歌手的排面！
2016华语乐坛,2022-04-11 21:17:33,超喜欢这首！
2016华语乐坛,2022-04-09 11:56:33,KTV曲目来了
2016华语乐坛,2022-04-09 11:54:53,来了来了
2016华语乐坛,2022-04-07 21:29:55,好喜欢这首！！
2016华语乐坛,2022-04-03 10:37:39,我以为这歌是，汪苏泷的。。。
2016华语乐坛,2022-04-03 10:34:51,每首歌都熟悉
2016华语乐坛,2022-04-03 10:34:20,还得看二哥
2016华语乐坛,2022-04-01 21:15:07,！！！！超喜欢这首
2016华语乐坛,2022-03-30 23:08:02,这首歌我当时高中班上天天放
2016华语乐坛,2022-03-28 02:54:34,金志文真不错
2016华语乐坛,2022-03-27 23:26:02,杨丞琳的产量还是很高的
2016华语乐坛,2022-03-25 23:12:32,果然有消愁
2016华语乐坛,2022-03-22 20:12:17,平民歌手时代来临
2016华语乐坛,2022-03-22 20:11:35,sonh开始走向行为艺术
2016华语乐坛,2022-03-22 20:03:44,一首歌打一年
2016华语乐坛,2022-03-20 19:15:01,欺师灭祖可还行
2016华语乐坛,2022-03-19 23:53:51,网瘾少年一直都有电音歌的
2016华语乐坛,2022-03-19 16:39:42,伟大的渺小特别大气！
2016华语乐坛,2022-03-18 21:32:25,这才是年度最佳
2016华语乐坛,2022-03-18 21:23:29,陈老师的必须给个赞
2016华语乐坛,2022-03-16 22:55:48,王炸！还得是二哥
2016华语乐坛,2022-03-13 22:31:09,大多数没有让人眼前一亮的感觉
2016华语乐坛,2022-03-07 00:14:00,开头几个调太撞爱情里流过的眼泪了
2016华语乐坛,2022-03-05 22:18:47,毛毛真心喜欢觉得纯粹搞音乐的
2016华语乐坛,2022-03-05 22:06:24,毛毛必须站！好不容易有个真写歌的
2016华语乐坛,2022-02-23 00:42:05,圣所蹦迪
2016华语乐坛,2022-02-21 10:27:48,老林三杀！！！
2016华语乐坛,2022-02-20 17:36:25,精罗震怒
2016华语乐坛,2022-02-20 17:27:00,欢迎来到抖音统治的年代
2016华语乐坛,2022-02-18 05:38:02,这首歌不rap时候也很好听
2016华语乐坛,2022-02-16 01:03:13,都是练乐器的入门歌曲，也就这个程度了
2016华语乐坛,2022-02-11 21:03:14,JJ还在稳定输出
2016华语乐坛,2022-01-23 14:21:43,二哥疯了
2016华语乐坛,2022-01-21 19:54:19,核能
2016华语乐坛,2022-01-21 19:52:30,核能
2016华语乐坛,2022-01-21 17:51:29,燕姿二杀
2016华语乐坛,2022-01-19 14:18:54,近三年戒一个礼拜
2016华语乐坛,2022-01-16 18:11:42,啊啊啊啊啊啊灰色寻人启事
2016华语乐坛,2022-01-16 18:10:57,啊啊啊啊啊啊给我姿排名
2016华语乐坛,2022-01-16 18:10:29,统治新地球
2016华语乐坛,2022-01-16 18:10:16,老林气场全开
2016华语乐坛,2022-01-16 18:08:38,爱死这首淡淡的小甜歌了
