video_title,bullet_time,bullet_content
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-11-15 22:43:21,苏打绿一出来真的泪目了555
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-09-04 22:45:39,开屏即王炸
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-08-23 13:02:35,世纪经典：老人与海
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-08-19 17:48:21,冷门歌手
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-07-24 00:50:22,小时候听成“改变乡亲”hhh
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-07-19 23:51:53,周杰伦认真的吗？
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-07-18 19:30:57,0713再就业男团歌单！！！
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-07-17 00:27:36,传世经典 青花瓷
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-07-16 23:29:53,《我不会唱歌》
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-07-12 01:17:02,再给我两根葱 让我把记忆煎成饼～
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-07-10 10:25:41,卧槽，开局王炸！
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-07-08 22:39:27,卧槽我第一次知道这首歌的名字
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-07-08 22:38:58,经典彩铃又添一将
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-07-03 17:32:51,这个歌是写给任贤齐的，但是被任贤齐退回了。
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-20 17:55:29,这明明是个教学视频
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-19 22:27:27,当年的女朋友特别喜欢听这个
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-19 21:29:56,这个传唱度也很高
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-18 19:03:33,杰伦：没错我啊发行了《我很忙》
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-17 22:59:51,郭冬临早起音频露出
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-17 05:17:23,我欠你一句卧槽！
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-16 22:59:29,梁恒老师的毕业赠曲
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-15 02:23:31,全 体 起 立
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-14 23:23:49,观众们记住起立，我斑愿称07年为：凤凰元年
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-12 21:53:18,这首歌圈粉了无数语文老师
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-07 12:35:51,这时候蔡依林还不知道那个男人的恐怖
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-06 23:44:54,禁止在麻瓜面前使用魔法（doge
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-06 09:06:22,一张二都没有全是王炸
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-05 21:07:54,内地版叫《爱情任务》
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-05 21:06:29,听着听着就和《温柔》串了
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-06-01 23:55:12,周董：我太炸了，哪有对手啊
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-31 17:27:59,是你，勒布朗-内马尔-张
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-30 17:09:50,小小有技能：抓树 山崩 投掷 长大 四个技能
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-27 17:57:00,这原来是个教学节目
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-25 23:57:23,自己要唱，还要给别人写
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-25 23:04:18,卧槽 炸出来了 非你莫属
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-25 17:41:02,这个还有一首国语版，吻得太逼真
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-23 22:37:47,一听到这声音我立马看了下手机，哈哈
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-21 13:11:36,金莎生在了一个神仙打架的年代
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-19 11:12:12,神仙打架的年代
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-12 20:31:04,他的身体耽误了他
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-08 12:52:17,这一年杰伦真的很忙了，哈哈哈哈哈
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-08 12:46:16,杰伦:是我是我还是我
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-03 23:30:10,谢谢你 泰罗！
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-05-01 00:17:47,叙利亚局势警告
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-04-30 20:22:37,周杰伦淡水海边（不能说的秘密插曲）改编
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-04-29 01:40:21,杰伦真的很宠江语晨啊
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-04-27 09:19:01,初中老师铃声
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-04-21 21:06:19,这首歌初中起床歌 当时我迷迷糊糊以为谁在念经
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-04-21 14:51:19,开局就炸就是你的不对了
2006年华语乐坛“恐怖”到什么地步？当年首首传遍大街，至今仍在播放！,2022-04-21 02:09:08,你说你会哭 不是因为在乎
