video_title,bullet_time,bullet_content
2015年华语乐坛,2022-11-30 19:35:27,床边故事前世情人更具有代表
2015年华语乐坛,2022-11-25 20:39:19,听听后青春的诗，那才叫阿信的牛逼
2015年华语乐坛,2022-11-05 20:42:58,《青年晚报》登场
2015年华语乐坛,2022-08-20 15:36:01,从你的全世界路过双杀
2015年华语乐坛,2022-08-17 21:15:17,开局一对王
2015年华语乐坛,2022-07-27 21:18:38,天呐珂矣！！！！！！
2015年华语乐坛,2022-07-19 17:12:43,雅  俗  共  赏  ！
2015年华语乐坛,2022-07-15 19:50:26,当年就是因为Eason才去看的大鱼海棠
2015年华语乐坛,2022-07-10 02:20:17,水星记我直接爆炸!!
2015年华语乐坛,2022-07-10 02:12:56,精灵王座是真的好看，这部国产动漫电影！！！
2015年华语乐坛,2022-07-10 02:11:11,这首歌是真好听！我循环了1000多次
2015年华语乐坛,2022-07-10 02:07:57,前方真真真核能！！
2015年华语乐坛,2022-07-10 02:07:51,前方真的核能！！
2015年华语乐坛,2022-07-10 02:07:45,前方真核能！！
2015年华语乐坛,2022-07-10 02:07:36,前方核能！！！
2015年华语乐坛,2022-07-10 02:05:34,这片子震碎我的三观
2015年华语乐坛,2022-06-25 22:40:55,有一次考试的作文题目
2015年华语乐坛,2022-06-23 18:06:18,向全世界安利 《自传》。
2015年华语乐坛,2022-06-19 23:39:39,我以前也是自由的尿，后来不行了，到处都是监控
2015年华语乐坛,2022-06-19 23:34:36,你说你有点难追，OK我把你拉黑
2015年华语乐坛,2022-06-19 09:09:22,流行，民谣再到说唱
2015年华语乐坛,2022-06-17 22:50:23,他回来了
2015年华语乐坛,2022-06-17 22:42:42,开局就死亡气球
2015年华语乐坛,2022-06-15 18:57:28,山高：最佳歌手
2015年华语乐坛,2022-06-08 23:35:40,张杰来了，我最爱的歌手
2015年华语乐坛,2022-05-31 22:30:20,冷门歌手真的是音色流氓
2015年华语乐坛,2022-05-30 18:58:25,是不是无名之辈就要出了
2015年华语乐坛,2022-05-28 22:13:23,这首真的是太牛了
2015年华语乐坛,2022-05-28 15:51:43,这个时候还是一年一首的天后
2015年华语乐坛,2022-05-27 15:51:26,驴得水这剧情当初给我看自闭了
2015年华语乐坛,2022-05-26 20:47:26,突然佛系
2015年华语乐坛,2022-05-26 20:38:48,原来是这首！！！
2015年华语乐坛,2022-05-26 20:38:07,共情拉满
2015年华语乐坛,2022-05-26 20:33:51,老林在打电竞这一年
2015年华语乐坛,2022-05-26 20:31:23,邓紫棋持续发力中
2015年华语乐坛,2022-05-26 20:30:14,MV格调慢慢出来了
2015年华语乐坛,2022-05-26 01:12:27,飞行器的执行周期 近几年唯一买过的专辑
2015年华语乐坛,2022-05-22 02:07:38,高二全班大合唱过这首歌
2015年华语乐坛,2022-05-16 22:52:16,这张专真的都是神曲 大家一定要去听
2015年华语乐坛,2022-05-15 01:33:27,医生竟然给大鱼唱过
2015年华语乐坛,2022-04-30 21:16:58,杰伦为数不多的逆天歌
2015年华语乐坛,2022-04-15 17:27:54,五月天总能唱出日语的感觉
2015年华语乐坛,2022-04-07 23:41:21,椿去湫来，海棠花开。椿偿鲲命，誰還湫情。
2015年华语乐坛,2022-04-06 10:45:20,为什么那么多句歌词偏偏要用旋转跳跃我闭着眼这句？？
2015年华语乐坛,2022-04-05 23:58:00,这首歌很适合这部电影
2015年华语乐坛,2022-04-05 14:08:22,现在全国人都知道到二仙桥走成华大道
2015年华语乐坛,2022-04-04 04:03:17,这张专辑我真的超爱，可惜张杰歌太多了唱不到这
2015年华语乐坛,2022-04-03 10:46:25,张韶涵声色太好了
2015年华语乐坛,2022-03-31 22:54:22,十年许嵩 雅俗共赏！！！！
2015年华语乐坛,2022-03-30 23:14:58,主要是没有了之前那种神仙打架的场面了 只能说还行
2015年华语乐坛,2022-03-30 23:13:31,童话镇 放的出来吗 这个也火
2015年华语乐坛,2022-03-30 22:37:44,春风十里真的好听啊！！！！！！！
2015年华语乐坛,2022-03-30 01:20:07,冷门歌手又出现了
2015年华语乐坛,2022-03-28 03:18:55,大学时最火的歌手
2015年华语乐坛,2022-03-28 03:05:25,这首歌真的牛
2015年华语乐坛,2022-03-28 03:00:47,2016年还是有好歌的
2015年华语乐坛,2022-03-25 22:35:31,救命啊  水星记
2015年华语乐坛,2022-03-24 19:17:41,因为—这是拍婚纱期间拍的
2015年华语乐坛,2022-03-20 17:56:31,还得是这些老家伙啊
2015年华语乐坛,2022-03-17 03:31:37,如听仙乐耳暂明了！
2015年华语乐坛,2022-03-09 02:16:52,SHE永远都在！风沙星辰 永远相伴！
2015年华语乐坛,2022-03-05 22:02:10,真国风，歌单让我必须站
2015年华语乐坛,2022-03-05 21:51:14,现在的三观真心带不动
2015年华语乐坛,2022-03-05 21:40:53,表示深深一定炸出来
2015年华语乐坛,2022-02-25 22:44:31,禁止职业运动员入场
2015年华语乐坛,2022-02-23 00:30:00,我是粉丝都要说一句这首拉胯
2015年华语乐坛,2022-02-20 17:12:23,脱离三巨头主要是因为徐良凉了
2015年华语乐坛,2022-02-20 17:09:33,这歌真不如孤勇者
2015年华语乐坛,2022-02-16 23:02:37,这么说吧，这电视剧我看了至少10遍
2015年华语乐坛,2022-02-16 21:21:17,其实我一直觉得这张专辑质量高，但是存在感不强。
2015年华语乐坛,2022-02-05 10:39:19,“我们有个孩子”就气你们粉丝
2015年华语乐坛,2022-01-31 21:24:22,今年最大笑话：JJ走下坡路
2015年华语乐坛,2022-01-31 07:04:58,这首水平也在很好听
2015年华语乐坛,2022-01-27 00:06:21,汪苏泷15年后就不怎么写校园歌曲了，难得给校园剧写个ost，然后就火了
2015年华语乐坛,2022-01-16 18:01:09,宝藏全能郭顶
2015年华语乐坛,2022-01-09 02:19:59,卧槽 天真有邪 灵魂伴侣！！！
2015年华语乐坛,2022-01-05 22:54:43,精包装的大便我这么形容大鱼海棠
2015年华语乐坛,2021-12-25 02:58:33,老大地位 无可撼动
2015年华语乐坛,2021-12-21 21:06:55,而且能抓住耳朵的还是那几个人的歌
2015年华语乐坛,2021-12-21 21:05:58,真的觉得还是世纪初的歌
2015年华语乐坛,2021-12-19 15:46:28,逐渐没听过
2015年华语乐坛,2021-12-17 22:55:10,土耳其冰淇淋
2015年华语乐坛,2021-12-17 12:04:41,从06年校园民谣之后到现在才民谣才算活了
2015年华语乐坛,2021-12-14 14:34:34,水星记王炸
2015年华语乐坛,2021-12-13 02:10:16,什么时候下坡了
2015年华语乐坛,2021-12-05 21:11:25,陈粒很多歌都很好听啊
2015年华语乐坛,2021-12-05 08:52:30,10首9首情歌
2015年华语乐坛,2021-12-03 18:41:26,张珍上线
2015年华语乐坛,2021-11-28 23:46:02,校园剧从此开始泛滥
2015年华语乐坛,2021-11-21 18:52:09,这一年我心情很差 听了很多民谣是真的
2015年华语乐坛,2021-11-15 17:47:00,老林来又来超越自己的唱功了
2015年华语乐坛,2021-11-15 17:44:05,泡沫刚出的时候在广东也很火啊
2015年华语乐坛,2021-11-15 17:43:12,这歌是真的好啊
2015年华语乐坛,2021-11-15 17:30:41,啊啊啊耳朵怀孕系列
2015年华语乐坛,2021-11-14 19:45:21,这一年，我开始了古风
2015年华语乐坛,2021-11-14 18:39:05,珂矣居然可以有姓名！
2015年华语乐坛,2021-11-05 18:26:58,走到二仙桥的尽头，到成华大道的路口
2015年华语乐坛,2021-10-28 21:04:53,那个男人还在哈哈哈哈哈
2015年华语乐坛,2021-10-28 11:40:12,女神登场，其实我觉得全面沦陷应该上榜的
2015年华语乐坛,2021-10-10 10:16:11,众位客官，可以还行？
2015年华语乐坛,2021-10-07 16:30:11,日常开局王炸
2015年华语乐坛,2021-09-30 10:39:19,那个神一样的男人已经制霸华语乐坛20年了
2015年华语乐坛,2021-09-30 10:39:03,那个男人竟然还在称霸
2015年华语乐坛,2021-09-29 02:02:57,这是和哪个百大合作了吗我天
2015年华语乐坛,2021-09-28 04:17:47,薛之谦向张宇类型发展也是不错的
2015年华语乐坛,2021-09-27 21:27:19,飞行器的执行周期啊啊啊啊啊啊！
2015年华语乐坛,2021-09-25 17:22:58,天呀时代的眼泪，在树上唱歌
2015年华语乐坛,2021-09-25 17:17:07,啊啊啊啊啊啊啊啊啊她来了这首超好听
2015年华语乐坛,2021-09-25 17:14:38,前面那首是个啥，听听这个吧
2015年华语乐坛,2021-09-25 17:10:08,王炸
2015年华语乐坛,2021-09-25 17:08:54,这首歌真的可以
2015年华语乐坛,2021-09-25 17:08:27,这首歌真的可以
2015年华语乐坛,2021-09-24 23:08:48,是的，我们有一个孩子
2015年华语乐坛,2021-09-24 04:12:51,恋我癖 真的太太太太好听啦
2015年华语乐坛,2021-09-21 23:58:38,rap就是快速读词儿，最后一个词儿提一下??
2015年华语乐坛,2021-09-21 17:39:35,蔡依林这首歌很有意思
2015年华语乐坛,2021-09-19 09:06:51,90后出现与时代断层的感觉，老了。
2015年华语乐坛,2021-09-17 21:47:56,难怪看着眼熟，是救僵清道夫那个可爱小僵尸啊
2015年华语乐坛,2021-09-15 17:48:19,又是听不懂的音乐
2015年华语乐坛,2021-09-10 18:45:42,惹淋淋这首歌现在都超能打
2015年华语乐坛,2021-09-03 20:03:21,春风十里
2015年华语乐坛,2021-09-02 20:52:00,超级喜欢这首，蔡依林的每首歌都很好听
2015年华语乐坛,2021-08-26 22:22:23,从此处入坑民谣
2015年华语乐坛,2021-08-23 01:42:48,三年还在我歌单
2015年华语乐坛,2021-08-17 11:19:24,神仙依旧，但少了
2015年华语乐坛,2021-08-15 06:53:30,五杀乐队
2015年华语乐坛,2021-08-14 00:33:25,这歌号哭极了
2015年华语乐坛,2021-08-11 10:27:48,大鱼的价值官稀碎
2015年华语乐坛,2021-08-11 00:50:15,老九门当年和余罪全网最火俩网剧
2015年华语乐坛,2021-08-09 03:55:51,白嫖失败
2015年华语乐坛,2021-08-06 13:14:49,我们是有一个孩子（火星红）
2015年华语乐坛,2021-08-06 01:56:30,结婚后每次听这歌都想哭
2015年华语乐坛,2021-08-02 12:23:00,冷门歌手！
2015年华语乐坛,2021-08-02 12:12:54,《大鱼海棠》双杀
2015年华语乐坛,2021-08-02 09:45:15,是真封麦了，呜呜呜呜
2015年华语乐坛,2021-07-31 06:24:42,中国风歌曲盛世初步开始了
2015年华语乐坛,2021-07-31 06:00:50,大鱼海棠从09年左右推迟到了16年啊！整整八年左右啊！
2015年华语乐坛,2021-07-31 02:38:33,最佳歌手的头衔，大致上有了人选
2015年华语乐坛,2021-07-30 17:45:30,自传真的神仙专辑
2015年华语乐坛,2021-07-30 00:16:34,最佳歌手
2015年华语乐坛,2021-07-30 00:15:58,刚刚好，我特别喜欢这首歌的前段，
2015年华语乐坛,2021-07-30 00:11:28,黑色玫瑰即将绽放
2015年华语乐坛,2021-07-30 00:10:23,山海！！！！我给不起！
2015年华语乐坛,2021-07-30 00:09:32,我和她的开始，就是从这首歌
2015年华语乐坛,2021-07-30 00:08:17,雅俗共赏！
2015年华语乐坛,2021-07-29 14:19:48,听声音就知道孙燕姿
2015年华语乐坛,2021-07-29 14:11:00,燕子，没有你我怎么办
2015年华语乐坛,2021-07-28 11:06:51,进入一年一曲的时代了
2015年华语乐坛,2021-07-26 20:55:46,不知道的，刚开始还以为是舞娘。
2015年华语乐坛,2021-07-26 09:36:55,最多算个中国风
2015年华语乐坛,2021-07-26 09:36:45,这不是古风………这是伪古
2015年华语乐坛,2021-07-26 09:35:16,雷子很多歌都超级好听，听到就是赚到
