video_title,bullet_time,bullet_content
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-11-17 16:19:07,黎明：勿唤
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-10-26 01:16:38,当年的口水歌现在也觉得高级了
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-09-05 02:02:11,哈哈哈，被遗忘的记忆开始攻击我了。
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-07-26 20:52:28,尔康~！！！！！
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-07-23 23:50:12,卧槽，王志文唱的？？？
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-07-22 14:54:25,老大终于出现了
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-07-19 14:46:00,竟然会唱歌
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-07-19 14:44:11,啊，多么痛的领悟
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-07-13 18:09:18,慢慢开始流行乐起来了
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-07-10 13:56:51,我还在肚子里哈哈哈哈
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-07-10 13:56:19,我特意从1994开始看的哈哈哈哈我出生了
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-07-09 14:34:11,"裘海正....我怎麼突然想到裘千刃= ="""
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-06-24 12:34:53,好久没见这哥们了
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-06-20 15:00:28,这时候窦唯还没去修仙
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-06-20 14:57:15,还得是纯天然的美。比生产线的就是强
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-06-16 12:39:31,原唱不火翻唱火爆系列
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-06-14 21:44:31,电视剧《东边日出西边雨》的 主题曲
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-06-14 20:37:27,当年没注意啊，竟然是刘嘉玲
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-06-03 17:21:56,好家伙我又是一个卧槽
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-06-02 16:59:20,许美静那个遗憾真的好听
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-06-02 16:51:51,我大神唱的歌，挺！
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-06-02 16:50:21,她演唱会唱一首哭一首的神歌
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-06-02 16:47:46,同期应该 还有一个飞天
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-29 22:48:24,姐姐 带我回家
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-29 22:45:45,不打到一定程度唱不出来
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-28 17:43:45,这位很可惜 希望早日回归自己
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-27 16:04:41,神曲
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-27 14:05:28,就一捧哏的↓ dog
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-24 12:51:49,小时候天天被我爸带着唱这个
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-22 23:56:35,铁肺歌后
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-22 23:54:08,我靠这个必须顶
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-22 23:52:54,游鸿明
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-22 23:52:05,经典
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-22 23:51:48,李宗盛
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-22 22:24:31,退出歌坛的大佬
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-18 14:00:10,我天，老爸歌单里的
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-18 13:58:39,放了整个小壆的歌
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-18 13:55:13,哇啊啊啊啊啊，太喜欢，这才是江湖
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-14 16:51:28,多谢乌蝇哥
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-14 15:20:41,她终于有首歌名短的歌了
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-09 14:44:38,十几分钟回顾了一年
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-08 18:23:36,我以为我会暴富
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-05-08 18:22:09,倚天屠龙记开始屠榜
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-04-30 17:38:06,太爱了，词和曲完美
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-04-30 17:36:51,情歌王子：邰正宵和张信哲
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-04-28 15:48:36,全是王炸
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-04-26 23:35:20,好家伙 2个250
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-04-23 12:54:40,这首歌还有这个mv太有年代感了，仿佛回到了过去
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-04-19 17:17:55,最懂女人的老李
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-04-13 19:40:42,出生前10天 哈哈哈哈
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-04-11 23:42:51,拿了17个大奖的金曲熊到金曲，那有一天不想你
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-04-11 23:30:30,阿伦，大球场演唱会的讲不出再见 巨好听！！！！
1993年华语乐坛有多“疯狂”：首首都是经典，全程神仙打架！,2022-04-06 21:58:48,就是他，去演唱会从来不买票的
