video_title,bullet_time,bullet_content
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-11-06 20:47:52,超级喜欢戴佩妮
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-10-27 17:45:25,老大老大老大爱你
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-09-16 18:16:38,虽迟但到！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-09-08 02:09:31,来了来了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-08-30 00:54:27,KTV破音之王
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-08-02 15:38:14,车底战神
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-07-31 12:44:17,信乐团起飞
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-07-30 14:00:29,车底歌神
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-07-28 10:58:54,车底战神
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-07-19 22:45:40,这张专辑我听的磁带
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-07-17 13:57:45,杰伦二杀
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-07-15 22:16:07,前方究极无敌核能
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-07-09 19:27:23,八度空间
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-07-06 09:38:26,这个MTV拍的真的太好了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-06-27 20:01:53,我的最爱
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-06-23 23:34:56,只想来看到半岛铁盒或者回到过去
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-06-21 09:44:09,这一年阿杜压着周董打
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-06-16 20:04:33,乌龙闯情关
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-06-09 22:41:54,开场杰伦神曲
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-06-07 21:19:46,我就知道必有这首痴心绝对
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-06-01 19:44:57,明年甜心教主就要出道咯
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-06-01 19:33:40,那个唱第一场雪的呢，快出来
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-06-01 18:08:44,八度空间
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-29 22:24:09,许巍和朴树两个神
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-27 16:21:15,这一年的SHE是真的火
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-27 06:05:35,乌龙闯情关
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-27 01:40:57,这个必须点赞
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-26 20:06:35,神歌中的神歌
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-26 20:06:17,神歌中的神歌
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-26 20:04:30,神歌中的神歌
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-26 19:52:53,车底战神来了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-26 12:43:33,为我锋哥打电话
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-25 23:13:12,起码反应各种人的生活
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-25 21:52:55,于文文让这首歌再次火了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-25 20:19:41,跟着跳起来了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-25 20:18:33,穿越时空的爱恋！！！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-24 11:27:40,恋爱小天才当年真的好能打
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-24 11:26:48,明年今日，eason的时代到了了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-24 11:26:14,他来了，明年今日真的是神曲，2022依然在听
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-24 11:21:17,开头连续王炸
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-24 02:20:14,步入巅峰
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-23 16:33:22,KTV破音歌曲
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-08 11:48:34,女团天花板排面！！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-07 11:38:06,劲宝出生曲
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-05-03 20:04:41,裁判请你坐下！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-28 20:40:23,车底战神
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-26 15:43:45,这一年我出生啦哈哈哈哈
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-24 01:29:21,我最爱的一首
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-21 01:50:21,车底战神之歌
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-21 01:44:47,八度空间
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-21 01:44:13,方文山周杰伦出品
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-16 00:03:21,开始打架
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-13 15:24:56,半岛铁盒
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-09 01:40:40,再听已是曲中人
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-09 01:35:03,2002年真是神仙打架。
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-06 23:44:09,战神！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-06 23:31:35,分手原因：语言不通！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-05 21:15:02,二十年过去了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-04-03 13:42:56,不是在车底，就是在天桥下
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-28 22:22:04,我只记得穿越时空的爱恋
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-28 15:55:37,不害意思已经12周岁了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-27 21:21:23,我超喜欢！！！！！！！！！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-27 21:04:26,00年开始，后面全都有杰伦了哈哈哈哈哈
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-27 16:06:01,我总喜欢听悲伤的歌曲，又让别人承受痛苦
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-20 19:08:25,最喜欢的之一
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-19 17:25:18,因为这首歌喜欢二哥
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-18 14:08:01,第一次买的CD就是八度空间，那时候8块钱一张
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-16 09:58:52,乌龙闯情关！！！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-15 22:49:08,最爱的一首
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-12 13:13:07,杰伦作曲！！！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-09 01:53:49,SHE排面！！蛇团永远的super star！！！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-08 14:50:35,想回到过去了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-07 22:46:06,大一军训的歌
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-03-07 18:38:34,居然有这首！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-02-27 08:38:49,奶茶不是非常漂亮，可是看起来贼舒服
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-02-25 20:57:09,你微笑像电池
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-02-17 21:51:19,S.H.E 带起来多少个乐队!!!!!
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-02-13 00:47:41,我也想回到过去，回到这首歌的时间
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-02-13 00:44:38,已经过去20年了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-02-12 10:04:21,sally最后一张粤语专了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-02-10 23:30:26,全体起立！！！！！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-02-02 03:41:51,不浪漫罪名是01年的谢谢
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-31 00:11:00,六道：我惊雷无所谓
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-28 20:32:09,幼儿园的时候被抽到表演节目，就唱的这首歌
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-28 20:10:26,唱出心声
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-28 20:09:48,小贴纸广告，我报警啦
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-28 19:52:13,周董的区，无敌
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-24 07:25:48,听出眼泪
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-23 22:22:48,啊啊啊啊啊陶吉吉！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-22 23:57:49,方文山词周杰伦曲钟兴民编曲
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-21 00:30:02,那时我在听这首砍热血江湖
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-20 23:48:54,2002年第一场雪不下了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-20 17:00:16,这本写真至今还收藏着
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-18 22:15:51,华哥，再红40年
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-18 03:54:35,潇洒走二回
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-16 23:05:01,前三首都是杰伦作曲
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-15 21:17:23,许巍真的猛，从无尽光芒回来的
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-15 18:32:01,穿越时空的爱恋
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-11 21:57:31,小众歌手孙燕姿哈哈哈哈
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-01 16:11:24,怀念睡天桥的日子
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2022-01-01 16:01:44,是我一直太懂事任你自由的犯错
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-12-26 23:20:34,八度空间第一神专不解释
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-12-20 21:53:18,绊倒铁盒
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-12-19 13:32:46,纪念一下我们回不去的过去
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-12-15 20:43:53,桥底战神，包工头噩梦
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-12-12 15:48:38,爱的号码牌
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-12-12 00:11:52,编曲好重哦！爱了！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-12-11 08:50:00,这首超级经典！（厨子真的好帅啊hhh…）
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-12-05 13:35:57,暴露年龄系列，楚天歌，叶峰
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-28 21:16:29,终究等不来2002年的第一场雪
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-28 21:14:40,看到戴佩妮三个字我就已经笑的停不下来了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-28 21:04:52,我才读3年级，还没有复读机放带子听
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-24 23:17:30,19年了！能打的一个没有
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-24 16:44:10,穿越时空的爱恋
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-23 21:18:05,那个年代感觉太幸福了
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-20 02:05:28,桥洞战神
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-18 09:01:57,高中的回忆
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-17 18:52:38,起立，唱到想自杀
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-12 00:49:58,我终于出生啦！！！！！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-07 16:18:47,这词写的真的太感慨
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-06 01:07:23,奶茶真是清纯的好看
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-05 00:06:03,我的流行音乐导师曲
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-01 21:40:52,当年霸榜的歌
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-11-01 21:40:09,接下来我有32场演唱会（都是十八线城市）
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-10-31 22:09:34,来了来了，新加坡建筑工！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-10-26 01:01:07,娱乐圈很少有人零绯闻，零花边
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-10-20 15:01:25,车底狙神双杀
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-10-15 01:27:18,风筝与风让我停止白嫖
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-10-13 11:26:25,啊啊  我好喜欢好喜欢这首歌
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-10-09 22:45:11,当年真的打开了新世界
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-10-08 20:28:12,哦~~永远没法给予你
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-10-07 00:37:51,乌龙闯情关
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-10-04 10:02:02,为什么我在另一个up那看的这是第四啊
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-10-02 17:27:52,啊啊啊，人均会唱！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-10-02 17:25:09,啊，这个把我炸出来了！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-09-28 00:56:58,啊，爷青回！！！！！！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-09-28 00:53:03,终于来了！！！！！！
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-09-28 00:49:47,当年第一男神团
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-09-23 12:34:59,MC六道退出直播间
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-09-21 23:01:53,陶老大无敌
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-09-21 03:46:52,当年偶像团体的天花板
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-09-18 02:09:34,2002，我在等第一场雪
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-09-14 19:12:00,车底大神战天桥
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-08-25 19:18:17,等一首第一场雪
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-08-18 22:18:07,天桥下车底战神
2001年华语乐坛真的开始“井喷”：诸神混战，开始启动！,2021-08-17 02:46:05,起立，并且捂住自己的嘴防止吼出来
