-----------2005------------
('音像店', 0.004000195007769785)
('艺品', 0.004000195007769785)
('好歌', 0.004000195007769785)
('楚汉争', 0.004000195007769785)
('好少', 0.004000195007769785)
('王力宏', 0.004000195007769785)
('天外飞仙', 0.004000195007769785)
('流行曲', 0.004000195007769785)
('整首', 0.004000195007769785)
('中文歌曲', 0.004000195007769785)
-----------2006------------
('款冬', 0.0028133328581258854)
('刷下去', 0.0028133328581258854)
('买手机', 0.0028133328581258854)
('王力宏', 0.0028133328581258854)
('一两遍', 0.0028133328581258854)
('男歌手', 0.0028133328581258854)
('生死战', 0.0028133328581258854)
('好美', 0.0028133328581258854)
('千禧年', 0.0028133328581258854)
('剑士', 0.0028133328581258854)
-----------2012------------
('轩辕剑', 0.009304335777777778)
('老少皆宜', 0.009304335777777778)
('好歌', 0.009304335777777778)
('扣扣', 0.009304335777777778)
('王力宏', 0.009304335777777778)
('张靓颖', 0.009304335777777778)
('徐良', 0.009304335777777778)
('抒情歌', 0.009304335777777778)
('容祖儿', 0.009304335777777778)
('芭乐', 0.009304335777777778)
-----------2013------------
('锦鲤', 0.011041046586179508)
('老许', 0.011041046586179508)
('舍友', 0.011041046586179508)
('双杰', 0.011041046586179508)
('好歌', 0.011041046586179508)
('王力宏', 0.011041046586179508)
('张靓颖', 0.011041046586179508)
('徐良', 0.011041046586179508)
('李宗盛', 0.011041046586179508)
('暴走', 0.011041046586179508)
-----------2020------------
('好歌', 0.00692955017547358)
('数过来', 0.00692955017547358)
('王力宏', 0.00692955017547358)
('胡搞', 0.00692955017547358)
('九零', 0.00692955017547358)
('张靓颖', 0.00692955017547358)
('副歌', 0.00692955017547358)
('伍佰', 0.00692955017547358)
('李宗盛', 0.00692955017547358)
('男歌手', 0.00692955017547358)
-----------2021------------
('凌小姐', 0.003034419919668195)
('感觉不好', 0.003034419919668195)
('王力宏', 0.003034419919668195)
('整首', 0.003034419919668195)
('声卡', 0.003034419919668195)
('男歌手', 0.003034419919668195)
('容祖儿', 0.003034419919668195)
('抒情歌', 0.003034419919668195)
('千禧年', 0.003034419919668195)
('天悦', 0.003034419919668195)
-----------2000------------
('杜德伟', 0.021890830948031497)
('好少', 0.021890830948031497)
('根竖', 0.021890830948031497)
('萧亚轩', 0.021890830948031497)
('千禧年', 0.021890830948031497)
('轰乱', 0.021890830948031497)
('动力火车', 0.021890830948031497)
('王力宏', 0.021890830948031497)
('撑场面', 0.021890830948031497)
('教导处', 0.021890830948031497)
-----------2001------------
('周华健', 0.01446480504890739)
('容祖儿', 0.01446480504890739)
('双节棍', 0.01446480504890739)
('郑秀文', 0.01446480504890739)
('许志安', 0.01446480504890739)
('好歌', 0.01446480504890739)
('王力宏', 0.01446480504890739)
('本多', 0.01446480504890739)
('年少无知', 0.01446480504890739)
('厚古薄今', 0.01446480504890739)
-----------2002------------
('无间道', 0.028025559782258066)
('萧亚轩', 0.028025559782258066)
('李圣杰', 0.028025559782258066)
('许慧欣', 0.028025559782258066)
('王力宏', 0.028025559782258066)
('小薇', 0.028025559782258066)
('那英', 0.028025559782258066)
('原唱', 0.02662808562782258)
('孙燕姿', 0.02662808562782258)
('翻唱', 0.02662808562782258)
-----------2003------------
('很多歌', 0.011111652799360511)
('美杜莎', 0.011111652799360511)
('第一首歌', 0.011111652799360511)
('容祖儿', 0.011111652799360511)
('欧美音乐', 0.011111652799360511)
('金城武', 0.011111652799360511)
('十七首', 0.011111652799360511)
('层次化', 0.011111652799360511)
('男歌手', 0.011111652799360511)
('小薇', 0.011111652799360511)
-----------2004------------
('容祖儿', 0.015636307820022496)
('两首歌', 0.015636307820022496)
('李圣杰', 0.015636307820022496)
('男歌手', 0.015636307820022496)
('王力宏', 0.015636307820022496)
('王心', 0.015636307820022496)
('好评率', 0.015636307820022496)
('文版', 0.014856614703487064)
('玉虚宫', 0.014856614703487064)
('孙燕姿', 0.014856614703487064)
-----------2005------------
('很多歌', 0.004000195007769785)
('好少', 0.004000195007769785)
('整首', 0.004000195007769785)
('台湾歌手', 0.004000195007769785)
('强推', 0.004000195007769785)
('夏虫', 0.004000195007769785)
('天外飞仙', 0.004000195007769785)
('边玩', 0.004000195007769785)
('张靓颖', 0.004000195007769785)
('跑跑步', 0.004000195007769785)
-----------2006------------
('边玩', 0.0028127635880210444)
('张靓颖', 0.0028127635880210444)
('劲舞团', 0.0028127635880210444)
('顶过', 0.0028127635880210444)
('撑场面', 0.0028127635880210444)
('轰乱', 0.0028127635880210444)
('厚古薄今', 0.0028127635880210444)
('副歌', 0.0028127635880210444)
('窝里横', 0.0028127635880210444)
('词曲创作', 0.0028127635880210444)
-----------2007------------
('男人婆', 0.004526433621621622)
('容祖儿', 0.004526433621621622)
('卧槽', 0.004526433621621622)
('现场版', 0.004526433621621622)
('十八号', 0.004526433621621622)
('张靓颖', 0.004526433621621622)
('好酷', 0.004526433621621622)
('劲舞团', 0.004526433621621622)
('女团', 0.004526433621621622)
('恐怖片', 0.004526433621621622)
-----------2008------------
('很多歌', 0.004249672165087129)
('玩死', 0.004249672165087129)
('张靓颖', 0.004249672165087129)
('家庭网络', 0.004249672165087129)
('两首歌', 0.004249672165087129)
('老许', 0.004249672165087129)
('范逸臣', 0.004249672165087129)
('女团', 0.004249672165087129)
